fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
6.4,0.2,0.23,2.0,0.062,10.0,45.0,0.99507,3.38,0.64,10.7
7.2,0.34,0.1,1.6,0.068,14.0,18.0,0.99145,3.31,0.43,11.3
9.5,0.93,0.28,2.4,0.054,11.0,38.0,0.99688,3.41,0.45,10.0
9.2,0.64,0.49,6.7,0.101,12.0,18.0,0.99694,3.36,0.69,12.1
7.6,0.37,0.24,2.1,0.08,4.0,11.0,0.99611,3.41,0.79,10.9
8.1,0.42,0.42,2.4,0.105,10.0,12.0,0.99713,3.35,0.77,10.4
7.7,0.35,0.4,1.9,0.09,16.0,16.0,0.99695,3.31,0.8,11.0
5.9,0.49,0.02,2.9,0.088,23.0,40.0,0.99596,3.37,0.82,9.6
9.1,0.7,0.52,2.6,0.16,10.0,43.0,0.99706,3.23,0.9,11.4
8.8,0.54,0.24,1.6,0.07,13.0,30.0,0.99706,3.21,0.38,9.3
6.4,0.59,0.01,1.5,0.103,19.0,27.0,0.99484,3.61,0.75,11.8
8.4,0.66,0.54,1.4,0.076,5.0,40.0,0.99704,3.3,0.56,9.3
7.5,0.38,0.21,2.3,0.068,29.0,42.0,0.99682,3.57,0.79,9.7
5.5,0.55,0.0,2.0,0.065,26.0,40.0,0.9959,3.7,0.47,9.6
10.5,0.29,0.67,4.3,0.101,22.0,14.0,0.99687,3.27,1.3,13.9
8.4,0.62,0.32,2.2,0.086,11.0,47.0,0.9961,3.3,0.72,10.6
9.8,0.41,0.12,2.1,0.059,8.0,15.0,0.99705,3.36,0.55,10.9
7.9,0.61,0.27,2.0,0.056,6.0,28.0,0.99607,3.31,0.53,9.6
7.9,0.55,0.11,2.9,0.08,31.0,66.0,0.99614,3.34,0.56,10.2
7.1,0.32,0.22,2.3,0.073,7.0,12.0,0.99585,3.37,0.56,10.9
7.5,0.51,0.27,2.0,0.099,11.0,29.0,0.99599,3.27,0.61,9.5
9.2,0.45,0.5,2.3,0.074,11.0,54.0,0.99696,3.17,0.73,12.0
11.6,0.27,0.5,1.4,0.095,3.0,16.0,0.99709,3.07,0.63,9.5
7.9,0.18,0.7,2.9,0.078,11.0,41.0,0.99495,3.21,0.76,11.5
9.8,0.59,0.49,14.6,0.087,24.0,36.0,1.00004,3.58,0.74,11.8
6.7,0.68,0.0,2.8,0.078,6.0,21.0,0.99413,3.27,0.49,9.5
6.7,0.34,0.47,6.6,0.064,37.0,107.0,0.99593,3.38,0.52,11.1
8.2,0.35,0.48,2.1,0.087,56.0,151.0,0.99696,3.23,0.95,10.0
8.3,0.79,0.26,1.7,0.167,30.0,130.0,0.99715,3.35,0.64,9.6
7.3,0.59,0.16,1.8,0.065,3.0,12.0,0.99824,3.67,0.48,9.3
8.4,0.51,0.41,5.5,0.056,34.0,80.0,0.9969,3.42,0.58,10.3
10.2,0.17,0.49,2.7,0.087,30.0,42.0,0.99691,3.17,1.24,11.8
8.5,0.51,0.07,3.1,0.061,14.0,13.0,0.99805,3.31,0.58,10.1
5.9,0.92,0.01,1.9,0.073,38.0,136.0,0.99499,3.55,0.63,11.5
7.0,0.37,0.28,2.3,0.069,27.0,72.0,0.99503,3.38,0.58,10.5
12.1,0.41,0.47,2.3,0.096,31.0,41.0,1.00141,3.0,0.61,9.0
7.1,0.53,0.02,2.2,0.075,10.0,17.0,0.99597,3.39,0.72,11.2
7.5,0.48,0.09,1.9,0.611,6.0,79.0,0.99801,3.17,0.75,8.8
15.2,0.33,0.59,2.3,0.074,2.0,9.0,0.99714,2.93,0.57,10.9
6.7,0.76,0.01,2.7,0.089,13.0,43.0,0.99605,3.42,0.64,10.2
7.7,0.98,0.3,1.9,0.086,17.0,18.0,0.99686,3.29,0.67,9.7
12.0,0.42,0.66,1.9,0.1,2.0,24.0,0.9981,2.86,0.85,9.6
8.7,0.38,0.57,2.2,0.087,17.0,119.0,0.99605,3.08,0.63,9.9
8.6,0.7,0.3,2.6,0.079,36.0,67.0,0.99989,3.37,0.88,9.2
7.2,0.64,0.03,2.2,0.089,25.0,48.0,0.99607,3.45,0.66,11.3
10.0,0.6,0.43,1.6,0.082,5.0,43.0,0.99684,3.3,0.51,10.1
6.4,0.57,0.02,1.5,0.097,19.0,25.0,0.99501,3.34,0.74,9.8
10.7,0.77,0.24,2.7,0.092,9.0,29.0,1.00007,3.41,0.59,9.6
7.3,0.44,0.24,2.7,0.09,12.0,37.0,0.99498,3.23,0.83,11.5
13.1,0.31,0.49,1.7,0.082,7.0,10.0,0.99795,3.31,0.83,11.9
5.1,0.66,0.01,2.1,0.124,25.0,62.0,0.99598,3.86,0.82,9.3
5.4,0.58,0.01,1.8,0.068,9.0,17.0,0.99418,3.59,0.59,9.7
7.7,0.35,0.44,4.1,0.083,31.0,63.0,0.99594,3.27,0.77,11.6
7.7,0.67,0.02,5.4,0.066,10.0,31.0,0.997,3.55,0.56,12.2
6.8,0.34,0.25,1.4,0.068,9.0,18.0,0.995,3.39,0.49,9.9
7.8,0.6,0.06,2.7,0.071,9.0,86.0,0.99589,3.32,0.54,10.9
10.1,1.58,0.19,3.0,0.113,21.0,98.0,1.00192,3.41,0.98,11.3
5.8,0.59,0.01,2.4,0.054,13.0,39.0,0.99479,3.45,0.55,10.5
7.4,0.55,0.24,2.6,0.096,2.0,16.0,0.99601,3.38,0.65,11.5
11.3,0.64,0.49,1.8,0.077,7.0,18.0,0.99708,3.26,0.62,9.9
6.0,0.64,0.0,1.5,0.086,13.0,74.0,0.99593,3.46,0.63,9.6
6.6,0.62,0.07,1.4,0.073,10.0,77.0,0.99239,3.44,0.66,11.7
9.8,0.51,0.48,2.7,0.093,13.0,50.0,0.99911,3.16,0.78,9.4
8.4,0.28,0.21,1.4,0.042,25.0,48.0,0.99593,3.23,0.54,9.6
7.0,0.63,0.01,2.3,0.097,30.0,20.0,0.99406,3.26,0.78,9.8
6.3,0.69,0.0,1.7,0.062,7.0,75.0,0.99597,3.37,0.54,9.4
7.5,0.39,0.2,1.9,0.078,6.0,11.0,0.99591,3.26,0.57,9.9
8.9,0.24,0.3,1.9,0.067,38.0,52.0,0.99485,3.23,0.53,12.1
8.1,0.31,0.23,7.4,0.069,37.0,68.0,0.99603,3.11,0.78,11.1
10.2,0.38,0.49,1.7,0.074,5.0,17.0,0.99614,3.16,0.56,9.5
10.3,0.22,0.58,2.3,0.086,12.0,30.0,0.99703,3.18,0.89,10.2
8.7,0.34,0.27,1.6,0.062,22.0,55.0,0.99498,3.27,0.55,10.6
15.7,0.64,0.58,2.9,0.149,7.0,17.0,1.00344,2.99,0.85,10.0
10.8,0.39,0.51,2.6,0.163,8.0,17.0,0.99996,3.3,0.93,11.1
9.2,0.34,0.49,2.3,0.092,7.0,18.0,0.99803,3.31,0.79,10.8
8.2,0.73,0.09,1.9,0.08,31.0,77.0,0.99608,3.23,0.54,9.4
6.8,0.43,0.22,1.9,0.09,24.0,62.0,0.99588,3.37,0.7,11.0
7.6,0.51,0.48,2.5,0.106,13.0,17.0,0.99589,3.41,1.05,12.7
11.1,0.59,0.29,4.1,0.086,7.0,27.0,0.99998,3.22,0.89,9.5
11.9,0.29,0.75,4.0,0.099,13.0,30.0,1.0001,3.13,1.35,10.8
5.9,1.58,0.02,2.5,0.074,9.0,81.0,0.99618,3.72,0.55,9.2
7.2,0.4,0.33,2.7,0.078,14.0,57.0,0.99504,3.29,0.63,11.5
8.4,0.36,0.27,1.8,0.077,16.0,23.0,0.99408,3.36,0.56,11.4
10.3,0.39,0.33,2.5,0.099,14.0,13.0,0.9961,3.2,0.72,11.1
7.3,0.4,0.23,2.8,0.073,11.0,42.0,0.99594,3.34,0.69,9.9
6.8,0.64,0.01,1.6,0.062,9.0,22.0,0.99397,3.44,0.57,12.5
6.7,0.39,0.02,2.3,0.074,14.0,43.0,0.99607,3.5,0.58,10.1
7.5,0.5,0.01,1.9,0.055,6.0,14.0,0.99598,3.43,0.56,9.9
7.5,0.54,0.15,2.0,0.063,27.0,66.0,0.99504,3.34,0.68,10.8
12.2,0.64,0.47,3.0,0.61,9.0,40.0,1.00014,3.06,0.83,9.4
6.9,0.47,0.02,2.1,0.045,11.0,44.0,0.99591,3.49,0.55,11.1
8.2,0.4,0.1,2.2,0.093,6.0,13.0,0.99707,3.28,0.55,9.4
11.3,0.58,0.2,2.2,0.07,3.0,13.0,1.00178,3.1,0.5,8.8
8.3,0.54,0.2,2.4,0.077,16.0,51.0,0.99606,3.35,0.59,10.2
7.5,0.31,0.3,4.3,0.056,21.0,30.0,0.99716,3.39,0.68,10.6
9.7,0.36,0.48,2.0,0.072,4.0,16.0,0.99701,3.18,0.62,10.2
8.1,0.67,0.43,3.4,0.094,5.0,12.0,0.99705,3.45,0.65,10.8
5.6,0.53,0.05,1.9,0.1,14.0,18.0,0.99586,3.59,0.54,9.4
8.6,0.66,0.06,2.5,0.065,12.0,29.0,0.99694,3.14,0.52,9.9
10.3,0.6,0.42,1.8,0.063,5.0,16.0,0.99621,3.34,1.17,11.7
6.9,0.71,0.02,1.2,0.081,4.0,12.0,0.99588,3.41,0.66,9.5
8.4,0.63,0.24,2.0,0.087,8.0,13.0,0.99731,3.35,0.81,9.8
9.4,0.4,0.32,2.5,0.053,19.0,53.0,0.99806,3.29,0.71,10.2
7.0,0.34,0.44,4.0,0.069,16.0,26.0,0.99491,3.49,0.5,12.8
10.4,0.25,0.7,3.8,0.086,5.0,20.0,0.99595,3.25,1.14,14.5
8.1,1.25,0.0,2.4,0.074,42.0,85.0,0.99614,3.17,0.9,10.1
8.0,0.58,0.24,2.6,0.072,33.0,48.0,0.99602,3.41,0.56,12.0
6.4,0.3,0.4,1.9,0.079,3.0,18.0,0.99402,3.43,0.65,11.7
8.4,0.57,0.24,1.7,0.084,22.0,72.0,0.99787,3.15,0.69,9.0
6.8,0.62,0.08,1.9,0.083,10.0,32.0,0.99607,3.39,0.73,9.6
7.1,0.64,0.1,2.3,0.07,25.0,43.0,0.99593,3.35,0.53,9.8
7.0,0.43,0.24,5.3,0.084,16.0,32.0,0.99596,3.16,0.71,10.1
9.6,0.56,0.2,3.0,0.075,4.0,12.0,0.99887,3.36,0.76,11.0
5.4,0.39,0.09,1.7,0.084,17.0,76.0,0.99094,3.57,0.74,13.9
7.8,0.34,0.28,2.1,0.055,16.0,49.0,0.99502,3.41,0.66,11.5
5.8,0.91,0.09,2.7,0.086,8.0,54.0,0.99611,3.55,0.57,9.5
8.3,0.82,0.38,2.1,0.079,35.0,102.0,0.99694,3.37,0.89,11.1
7.2,0.34,0.16,1.6,0.065,4.0,10.0,0.99398,3.43,0.61,11.4
6.9,0.59,0.23,2.1,0.073,26.0,124.0,0.99597,3.31,0.45,9.3
8.1,0.71,0.32,6.6,0.076,34.0,88.0,0.99703,3.29,0.47,10.4
6.8,0.53,0.06,2.7,0.08,29.0,24.0,0.99505,3.37,0.68,10.9
7.1,0.42,0.5,1.8,0.088,2.0,8.0,0.99495,3.46,0.58,12.3
7.6,0.5,0.47,2.0,0.088,10.0,12.0,0.99493,3.38,0.6,11.0
7.5,0.54,0.01,2.2,0.083,19.0,25.0,0.99682,3.52,0.53,10.0
8.2,0.33,0.1,1.6,0.077,9.0,27.0,0.99602,3.24,0.61,9.5
6.2,0.74,0.03,2.2,0.087,11.0,20.0,0.99597,3.44,0.62,9.8
10.4,0.56,0.49,2.0,0.094,10.0,61.0,0.99802,3.21,0.97,10.1
10.2,0.55,0.24,1.4,0.088,4.0,24.0,0.99603,2.99,0.79,9.8
7.4,0.7,0.11,2.3,0.074,24.0,123.0,0.99712,3.43,0.58,9.2
6.6,0.67,0.12,2.2,0.089,11.0,60.0,0.99598,3.4,0.49,9.4
7.2,0.43,0.22,2.8,0.073,20.0,48.0,0.99617,3.35,0.86,10.3
7.9,0.34,0.48,2.6,0.071,16.0,56.0,0.9941,3.19,0.88,11.9
7.1,0.5,0.33,1.6,0.082,21.0,23.0,0.99307,3.43,0.59,11.2
7.7,0.53,0.13,2.2,0.091,47.0,93.0,0.99695,3.34,0.55,9.4
6.4,0.41,0.31,1.5,0.079,28.0,59.0,0.99593,3.58,0.77,9.7
7.9,0.39,0.51,3.0,0.08,13.0,38.0,0.99622,3.24,0.79,10.3
8.0,0.39,0.33,1.7,0.12,6.0,23.0,0.99705,3.71,1.15,11.0
7.4,0.66,0.08,6.8,0.071,58.0,130.0,0.99612,3.41,0.39,11.3
6.4,0.83,0.1,2.2,0.08,49.0,125.0,0.99696,3.61,0.46,9.3
12.6,0.27,0.68,2.1,0.075,5.0,19.0,0.9991,2.99,0.7,10.8
9.1,0.38,0.49,2.4,0.081,8.0,21.0,0.99605,3.14,0.8,11.3
9.6,0.54,0.49,1.8,0.117,11.0,43.0,0.99689,3.02,0.93,9.4
10.3,0.84,0.31,1.8,0.096,25.0,134.0,0.9989,3.15,0.52,9.6
9.8,0.54,0.49,1.9,0.068,5.0,18.0,0.99684,3.3,0.6,10.2
8.7,0.48,0.45,2.0,0.066,31.0,48.0,0.99591,3.31,0.57,12.3
7.2,0.83,0.08,2.3,0.085,16.0,106.0,0.99691,3.38,0.77,10.5
7.3,0.53,0.38,2.3,0.066,21.0,28.0,0.99489,3.55,0.55,11.0
7.8,0.65,0.11,2.1,0.089,23.0,31.0,0.99697,3.26,0.73,10.9
9.1,0.67,0.48,2.5,0.227,10.0,26.0,0.99711,3.32,1.18,10.5
6.2,0.67,0.0,2.8,0.06,10.0,10.0,0.99503,3.44,0.35,9.6
7.1,0.54,0.01,2.5,0.068,11.0,12.0,0.99605,3.51,0.53,10.9
7.0,0.78,0.01,3.1,0.056,16.0,72.0,0.99699,3.44,0.52,9.7
7.8,0.31,0.44,2.4,0.069,13.0,24.0,0.99592,3.38,0.59,11.0
6.5,0.52,0.26,4.2,0.069,51.0,142.0,0.99588,3.41,0.73,11.4
5.4,0.44,0.0,1.9,0.059,28.0,64.0,0.99273,3.64,0.46,12.3
11.2,0.33,0.46,2.2,0.074,41.0,91.0,0.99988,3.1,0.76,9.5
9.7,0.39,0.56,2.8,0.074,12.0,52.0,0.99611,3.27,0.62,10.9
5.9,0.61,0.27,3.9,0.179,30.0,113.0,0.99415,3.3,0.67,9.7
7.6,0.93,0.01,2.4,0.093,37.0,33.0,0.99801,3.4,0.6,9.6
8.3,0.44,0.07,1.9,0.046,1.0,8.0,0.996,3.47,0.6,10.9
7.2,0.45,0.27,5.4,0.072,13.0,87.0,0.99591,3.14,0.58,10.1
8.6,0.38,0.35,2.8,0.075,15.0,15.0,0.99894,3.42,0.58,10.1
11.4,0.33,0.49,2.5,0.073,10.0,25.0,0.99808,3.2,0.54,9.9
8.4,0.36,0.48,2.8,0.082,17.0,65.0,0.99808,3.39,0.58,10.2
8.9,0.35,0.48,2.5,0.083,45.0,151.0,0.99608,2.96,0.73,9.6
7.1,0.75,0.01,2.2,0.094,11.0,32.0,0.99627,3.47,0.63,10.9
9.2,0.6,0.22,1.7,0.152,3.0,38.0,0.99701,3.14,0.57,9.6
6.0,0.88,0.02,1.9,0.082,10.0,52.0,0.99487,3.32,0.52,9.4
8.4,0.39,0.48,2.0,0.073,5.0,71.0,0.99608,3.04,0.65,10.4
8.9,0.74,0.21,2.4,0.078,21.0,35.0,0.99683,3.36,0.6,10.3
10.2,0.45,0.34,2.2,0.052,16.0,44.0,0.99702,3.2,0.66,12.2
7.0,0.34,0.31,2.5,0.082,27.0,62.0,0.99687,3.27,0.6,9.3
6.1,0.4,0.01,1.4,0.096,9.0,52.0,0.99495,3.39,0.6,9.4
7.0,0.62,0.01,2.6,0.06,25.0,102.0,0.99488,3.37,0.51,11.6
6.0,0.59,0.03,2.6,0.081,45.0,118.0,0.99595,3.43,0.59,10.1
6.3,0.89,0.0,1.8,0.244,6.0,17.0,0.9928,3.3,0.58,9.8
6.9,0.6,0.19,1.9,0.079,10.0,26.0,0.99492,3.37,0.6,10.6
9.1,0.33,0.62,4.7,0.08,12.0,56.0,0.99714,3.19,0.69,11.0
7.7,0.83,0.24,2.5,0.1,13.0,59.0,0.99703,3.28,0.66,10.2
7.9,0.62,0.24,2.5,0.073,26.0,74.0,0.99893,3.32,0.88,9.5
8.3,0.54,0.29,2.1,0.077,10.0,45.0,0.99504,3.31,0.5,10.9
11.1,0.67,0.09,2.7,0.069,9.0,10.0,0.99805,3.35,0.59,12.1
6.3,0.27,0.24,5.1,0.04,21.0,104.0,0.99409,3.52,0.52,12.2
7.2,0.32,0.03,1.5,0.059,5.0,15.0,0.99597,3.52,0.53,9.5
10.2,0.61,0.43,2.1,0.064,2.0,31.0,0.99608,3.11,0.55,11.6
6.9,0.64,0.06,4.4,0.069,6.0,20.0,0.99603,3.48,0.66,11.7
8.2,0.29,0.26,1.6,0.08,11.0,28.0,0.99692,3.37,0.58,9.6
11.6,0.26,0.51,4.7,0.073,40.0,120.0,0.99905,2.96,0.65,9.4
7.4,0.47,0.14,2.2,0.081,28.0,68.0,0.99611,3.28,0.6,9.7
10.4,0.73,0.35,3.8,0.11,4.0,11.0,0.99782,3.29,0.54,10.9
9.1,0.65,0.21,1.4,0.108,10.0,20.0,0.99619,3.28,0.84,10.1
12.5,0.58,0.4,4.4,0.053,4.0,36.0,1.00142,3.08,0.54,9.5
7.0,0.35,0.14,2.9,0.067,24.0,34.0,0.99603,3.46,0.57,10.1
7.6,0.6,0.01,2.0,0.046,10.0,42.0,0.99601,3.35,0.39,10.8
7.5,0.51,0.08,2.2,0.065,7.0,28.0,0.99802,3.54,0.56,10.4
7.1,0.61,0.26,1.8,0.362,21.0,30.0,0.99609,3.26,1.01,9.6
8.2,0.35,0.6,1.6,0.084,12.0,54.0,0.996,3.3,1.08,10.0
12.3,0.29,0.62,1.7,0.1,2.0,11.0,0.99812,3.13,0.77,9.9
7.8,0.41,0.35,1.6,0.054,2.0,15.0,0.99582,3.23,0.64,10.9
7.2,0.73,0.01,1.8,0.053,9.0,17.0,0.99603,3.43,0.65,9.5
10.5,0.38,0.42,1.9,0.086,10.0,25.0,0.99703,3.22,0.71,10.8
7.2,0.66,0.02,2.6,0.085,16.0,50.0,0.99609,3.37,0.58,10.9
10.4,0.57,0.35,3.4,0.11,17.0,30.0,1.00241,3.28,0.73,9.1
10.7,0.27,0.5,2.2,0.099,4.0,25.0,0.99707,3.2,0.68,11.1
7.0,0.42,0.01,2.4,0.076,28.0,75.0,0.99599,3.48,0.64,10.7
7.0,0.42,0.02,4.4,0.072,8.0,33.0,0.99394,3.23,0.55,12.4
9.9,0.28,0.56,1.9,0.091,6.0,19.0,0.99598,3.08,0.82,10.1
6.9,0.86,0.13,1.9,0.085,41.0,153.0,0.99599,3.39,0.74,9.9
5.9,0.64,0.01,2.8,0.113,14.0,46.0,0.99614,3.6,0.65,9.4
9.3,0.38,0.42,2.2,0.078,17.0,50.0,0.99612,3.07,0.76,10.9
10.0,0.33,0.49,2.7,0.068,24.0,34.0,1.00002,3.29,0.68,9.5
9.6,0.52,0.31,2.4,0.055,9.0,43.0,0.99599,3.21,0.59,10.8
7.2,0.62,0.24,2.5,0.07,19.0,39.0,0.99491,3.54,0.62,12.8
7.3,0.52,0.28,2.3,0.062,14.0,37.0,0.99689,3.37,0.62,9.8
5.8,0.53,0.26,2.2,0.259,5.0,12.0,0.99588,3.57,0.61,9.7
6.5,0.62,0.06,4.3,0.073,40.0,121.0,0.99623,3.5,0.58,9.6
11.4,0.25,0.42,2.4,0.089,6.0,28.0,0.99916,3.13,0.54,9.3
9.6,0.16,0.78,1.6,0.232,11.0,70.0,0.99701,3.2,0.77,9.9
6.8,0.6,0.12,1.3,0.075,8.0,27.0,0.99391,3.47,0.54,11.0
8.0,0.59,0.31,2.1,0.085,24.0,17.0,0.99607,3.46,0.48,10.0
10.3,0.52,0.65,2.3,0.044,23.0,29.0,0.99998,3.41,0.68,9.5
7.1,0.43,0.36,2.3,0.049,5.0,19.0,0.99602,3.57,0.69,11.2
7.2,0.59,0.26,1.7,0.069,10.0,77.0,0.99596,3.41,0.46,10.5
7.3,0.44,0.37,1.7,0.088,16.0,22.0,0.99591,3.32,0.54,10.8
7.2,0.66,0.3,1.6,0.081,14.0,37.0,0.99402,3.31,0.72,11.9
6.2,0.31,0.09,2.3,0.055,12.0,21.0,0.99152,3.48,0.45,12.4
6.6,0.77,0.01,2.6,0.068,6.0,6.0,0.9959,3.4,0.45,10.8
8.2,0.58,0.21,2.0,0.069,17.0,44.0,0.99608,3.18,0.59,11.0
5.4,0.43,0.02,3.4,0.069,10.0,28.0,0.99589,3.47,0.51,10.5
7.3,0.58,0.02,1.5,0.093,25.0,102.0,0.996,3.36,0.65,9.6
11.2,0.32,0.53,2.3,0.111,8.0,23.0,0.99992,3.05,1.05,9.1
8.1,0.5,0.44,2.2,0.084,18.0,42.0,0.99602,3.28,0.56,10.1
7.1,0.4,0.08,1.6,0.09,10.0,29.0,0.9951,3.24,0.73,11.0
12.0,0.4,0.5,2.3,0.075,6.0,11.0,0.99889,3.2,0.5,9.6
6.7,0.43,0.33,2.1,0.119,8.0,45.0,0.99503,3.33,0.73,10.1
6.4,0.92,0.03,2.4,0.082,13.0,72.0,0.99596,3.43,0.67,10.1
7.3,0.47,0.48,2.1,0.101,6.0,16.0,0.99401,3.23,0.58,12.0
6.6,0.23,0.14,2.1,0.072,40.0,96.0,0.99406,3.3,0.56,9.7
10.1,0.39,0.23,1.3,0.093,12.0,29.0,0.99973,3.3,0.64,8.9
7.8,0.34,0.63,2.1,0.081,20.0,42.0,0.99703,3.35,0.57,9.8
10.3,0.59,0.48,2.1,0.079,21.0,48.0,0.99811,3.28,0.53,9.9
9.0,0.63,0.33,2.6,0.061,19.0,60.0,0.99595,3.09,0.53,11.3
9.4,0.61,0.22,2.1,0.071,18.0,60.0,0.99707,3.2,0.6,10.0
8.6,0.41,0.48,1.7,0.067,27.0,84.0,0.99692,3.28,0.57,9.8
10.2,0.6,0.49,1.4,0.078,18.0,85.0,0.9961,3.17,0.56,9.8
8.6,0.4,0.1,1.7,0.064,4.0,26.0,0.99788,3.02,0.62,9.3
8.0,0.58,0.05,2.2,0.081,6.0,54.0,0.99603,3.18,0.57,9.8
7.7,0.32,0.19,2.4,0.086,28.0,28.0,0.99601,3.17,0.86,10.4
8.3,0.75,0.24,2.0,0.085,6.0,31.0,0.99704,3.26,0.52,9.3
10.1,0.95,0.39,3.7,0.065,12.0,81.0,0.99892,3.17,0.69,9.6
6.4,0.64,0.03,1.8,0.08,5.0,47.0,0.99511,3.34,0.67,9.5
5.6,0.57,0.01,2.5,0.061,30.0,26.0,0.99494,3.57,0.79,11.5
9.0,0.35,0.41,1.7,0.094,11.0,40.0,0.99589,2.96,0.6,10.2
6.2,0.7,0.04,1.8,0.075,19.0,44.0,0.99386,3.41,0.5,11.9
7.6,0.5,0.07,3.3,0.059,22.0,30.0,0.99712,3.44,0.56,10.0
9.1,0.6,0.3,1.6,0.097,10.0,68.0,0.99706,3.18,0.59,9.5
9.8,0.52,0.53,2.8,0.088,10.0,28.0,0.99689,3.17,0.56,10.9
7.5,0.47,0.41,2.9,0.228,6.0,33.0,0.99706,3.4,0.68,11.8
7.7,0.48,0.06,2.0,0.075,9.0,13.0,0.99611,3.22,0.55,9.5
6.9,0.4,0.26,1.9,0.094,6.0,11.0,0.99408,3.51,0.51,11.7
7.2,0.56,0.01,2.5,0.058,5.0,14.0,0.99699,3.4,0.58,10.0
7.8,0.35,0.5,2.7,0.073,15.0,148.0,0.99787,3.3,0.66,9.5
7.0,0.96,0.03,2.7,0.092,15.0,104.0,0.99603,3.21,0.63,9.5
6.8,0.69,0.22,1.7,0.088,4.0,18.0,0.99504,3.43,0.64,11.4
9.3,0.32,0.48,2.1,0.084,30.0,62.0,0.99887,3.17,0.54,9.2
8.3,0.32,0.17,2.0,0.055,6.0,22.0,0.99602,3.37,0.57,10.9
6.9,0.65,0.15,3.2,0.093,12.0,72.0,0.99614,3.4,0.46,9.6
7.6,0.39,0.36,2.0,0.082,6.0,15.0,0.99397,3.22,0.92,13.2
8.9,0.66,0.07,2.7,0.074,4.0,6.0,1.0001,3.7,0.49,9.5
7.4,0.62,0.07,2.7,0.125,8.0,23.0,0.99594,3.41,0.84,10.9
8.3,0.6,0.34,3.8,0.095,5.0,32.0,0.99781,3.13,0.8,10.1
7.0,0.75,0.02,2.0,0.073,3.0,22.0,0.99593,3.37,0.65,9.4
6.9,0.38,0.18,3.1,0.058,24.0,79.0,0.99593,3.38,0.51,10.6
8.1,0.32,0.63,1.9,0.075,31.0,85.0,0.99512,3.17,0.9,11.2
14.8,0.33,0.47,2.4,0.076,18.0,40.0,1.00262,2.9,0.8,9.3
6.2,0.68,0.01,2.0,0.073,44.0,103.0,0.99684,3.58,0.56,9.5
8.4,0.4,0.49,2.6,0.09,10.0,30.0,0.996,3.27,0.66,10.6
12.9,0.28,0.62,3.7,0.079,21.0,28.0,1.0012,3.06,0.7,10.0
9.0,0.44,0.34,2.1,0.082,23.0,106.0,0.99611,3.06,0.85,9.4
8.3,0.51,0.21,2.6,0.074,12.0,25.0,0.99606,3.29,0.7,11.4
7.8,0.5,0.1,1.9,0.07,23.0,92.0,0.99812,3.41,0.57,9.0
7.1,0.69,0.03,2.0,0.073,25.0,38.0,0.99403,3.31,0.58,11.6
11.0,0.46,0.46,5.7,0.058,14.0,27.0,1.00017,3.31,0.62,9.7
7.1,0.43,0.19,2.4,0.077,10.0,27.0,0.99507,3.3,1.17,10.8
8.3,0.17,0.49,2.7,0.07,11.0,34.0,0.99598,3.25,0.67,12.1
6.4,0.3,0.03,2.1,0.111,14.0,34.0,0.99591,3.38,0.57,10.0
7.8,0.53,0.16,4.0,0.083,8.0,17.0,0.99704,3.4,0.72,11.8
11.9,0.68,0.49,3.9,0.106,5.0,14.0,1.00309,3.22,0.66,9.5
8.9,0.75,0.23,1.8,0.13,11.0,54.0,0.99816,3.23,0.65,9.2
7.3,0.61,0.16,2.1,0.074,8.0,12.0,0.99582,3.36,0.51,10.9
6.7,0.38,0.45,2.5,0.084,24.0,105.0,0.99396,3.39,0.63,10.9
12.7,0.14,0.71,1.5,0.1,13.0,33.0,0.99691,3.03,0.72,10.0
6.6,0.61,0.01,2.5,0.066,22.0,87.0,0.99297,3.28,0.61,11.5
8.5,0.28,0.59,2.0,0.098,9.0,25.0,0.99693,3.26,0.64,9.6
7.0,0.5,0.37,2.5,0.103,7.0,17.0,0.99514,3.21,0.58,11.8
13.8,0.64,0.26,2.1,0.077,15.0,53.0,1.00002,3.02,0.65,9.4
15.6,0.53,0.54,3.4,0.068,13.0,38.0,0.99903,3.06,0.69,10.9
6.8,0.68,0.06,1.7,0.113,15.0,32.0,0.99599,3.36,0.66,9.4
9.0,0.28,0.77,2.5,0.111,12.0,32.0,0.99607,3.16,0.67,10.3
6.7,0.67,0.02,2.4,0.072,20.0,90.0,0.99695,3.45,0.64,9.6
6.4,0.65,0.0,1.3,0.077,4.0,24.0,0.99394,3.37,0.52,9.5
7.6,0.5,0.46,2.6,0.073,28.0,68.0,0.996,3.4,0.65,10.1
8.4,0.71,0.1,12.5,0.063,6.0,34.0,0.99898,3.18,0.51,9.6
6.2,0.42,0.01,1.9,0.073,24.0,109.0,0.99503,3.45,0.55,9.5
6.2,0.31,0.26,1.9,0.102,4.0,11.0,0.99592,3.52,0.78,10.6
7.4,0.57,0.03,2.8,0.077,13.0,22.0,0.99696,3.52,0.52,10.6
6.9,0.66,0.11,2.2,0.074,29.0,63.0,0.99496,3.37,0.71,9.6
8.8,0.67,0.01,1.4,0.072,8.0,13.0,0.99592,3.24,0.61,10.1
7.4,0.52,0.1,3.7,0.077,7.0,37.0,0.9961,3.48,0.63,12.0
