fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
5.4,0.47,0.0,4.5,0.044,35.0,123.0,0.996,3.67,0.6,11.5
11.2,0.42,0.64,2.5,0.092,5.0,31.0,0.998,2.86,0.64,9.3
6.7,0.48,0.22,1.8,0.081,15.0,40.0,0.996,3.23,0.77,9.6
7.7,0.41,0.24,5.4,0.059,17.0,44.0,0.998,3.29,0.65,9.7
8.5,0.4,0.49,3.4,0.096,25.0,66.0,0.997,3.19,0.92,11.2
8.7,0.47,0.43,1.7,0.23,26.0,34.0,0.996,3.13,0.64,10.5
8.5,0.64,0.17,2.1,0.075,30.0,85.0,0.997,3.12,0.56,9.5
7.9,0.64,0.11,3.0,0.098,16.0,42.0,0.997,3.24,0.77,11.6
11.5,0.51,0.44,2.9,0.095,17.0,91.0,0.999,3.08,0.83,10.1
5.9,0.87,0.0,2.5,0.1,17.0,83.0,0.996,3.39,0.58,9.4
10.2,0.29,0.65,2.4,0.092,14.0,50.0,0.998,2.94,0.55,9.4
7.9,0.38,0.61,2.8,0.107,22.0,37.0,0.996,3.09,0.64,9.8
8.6,0.34,0.3,5.5,0.079,1.0,10.0,1.0,3.39,0.58,10.8
7.2,0.71,0.03,1.6,0.071,7.0,48.0,0.996,3.37,0.75,10.0
6.8,0.37,0.38,3.3,0.119,22.0,27.0,0.996,3.3,0.68,10.0
7.0,0.47,0.01,2.4,0.071,25.0,98.0,0.996,3.42,0.73,9.6
6.2,0.66,0.06,1.6,0.064,20.0,49.0,0.99111,3.29,0.56,10.8
7.6,0.93,0.08,2.1,0.076,17.0,55.0,0.996,3.29,0.52,10.4
7.2,0.28,0.35,1.9,0.062,23.0,59.0,0.995,3.43,0.77,10.1
10.5,0.42,0.48,2.9,0.078,41.0,149.0,0.998,3.13,0.72,9.5
10.2,0.59,0.41,3.4,0.06,10.0,10.0,0.997,3.43,0.43,12.4
8.5,0.36,0.49,1.9,0.092,16.0,51.0,0.997,3.35,1.0,10.8
7.2,0.54,0.24,2.4,0.075,18.0,24.0,0.996,3.43,0.57,11.0
7.2,0.66,0.15,3.6,0.071,12.0,40.0,0.996,3.27,0.58,10.7
9.9,0.54,0.33,2.3,0.042,5.0,37.0,0.997,3.37,0.43,10.9
11.3,0.38,0.61,9.0,0.074,16.0,20.0,0.998,3.22,1.29,13.1
10.4,0.56,0.19,1.9,0.079,14.0,21.0,0.998,3.17,0.7,9.9
7.5,0.5,0.08,5.4,0.075,15.0,48.0,0.997,3.3,0.53,10.6
7.2,0.64,0.01,2.2,0.083,41.0,62.0,0.996,3.35,0.86,11.2
6.3,0.61,0.01,2.7,0.061,7.0,12.0,0.994,3.56,0.69,12.1
9.9,0.34,0.5,2.1,0.059,9.0,20.0,0.995,3.36,0.68,12.0
9.8,0.47,0.46,2.5,0.078,10.0,60.0,0.998,3.29,0.68,10.3
7.5,0.66,0.24,6.2,0.076,33.0,71.0,0.997,3.4,0.58,10.1
7.7,0.23,0.42,2.7,0.048,9.0,29.0,0.996,3.38,0.51,11.2
9.2,0.69,0.5,2.6,0.067,3.0,26.0,0.996,3.42,0.86,12.7
7.4,0.35,0.24,1.9,0.065,18.0,28.0,0.996,3.54,0.9,11.4
6.8,0.55,0.1,1.5,0.102,3.0,14.0,0.995,3.3,0.56,9.4
9.7,0.36,0.52,1.8,0.061,17.0,27.0,0.996,3.18,0.73,11.9
7.6,0.52,0.01,1.5,0.085,12.0,23.0,0.996,3.52,0.61,11.4
8.3,0.26,0.25,2.2,0.048,15.0,17.0,0.994,3.31,0.52,12.4
5.4,0.3,0.0,1.4,0.086,11.0,21.0,0.99007,3.46,0.45,12.2
8.9,0.55,0.34,2.2,0.068,9.0,22.0,0.997,3.26,0.71,10.7
8.9,0.29,0.68,2.5,0.108,6.0,15.0,0.996,3.14,0.89,11.1
7.2,0.52,0.16,2.2,0.096,16.0,136.0,0.996,3.26,0.54,9.5
10.5,0.87,0.18,1.6,0.075,3.0,20.0,0.998,3.34,0.59,9.6
7.1,0.75,0.0,1.9,0.08,29.0,66.0,0.996,3.57,0.59,9.6
7.6,0.8,0.1,2.2,0.086,6.0,30.0,0.997,3.29,0.62,9.5
8.4,0.26,0.49,1.6,0.091,8.0,30.0,0.995,3.26,0.6,11.1
8.9,0.48,0.48,2.5,0.062,22.0,89.0,0.998,3.25,0.7,10.5
6.3,0.63,0.23,1.9,0.064,13.0,39.0,0.994,3.36,0.51,10.8
8.7,0.66,0.08,2.3,0.114,29.0,49.0,0.998,3.34,0.55,9.4
8.0,0.36,0.33,2.1,0.077,26.0,52.0,0.997,3.15,0.62,9.5
9.5,0.55,0.32,1.8,0.074,12.0,29.0,0.996,3.37,0.66,11.4
7.5,0.57,0.3,2.5,0.081,7.0,30.0,0.997,3.31,0.62,9.5
8.8,0.6,0.24,1.9,0.096,10.0,33.0,0.996,3.32,0.57,9.4
10.7,0.53,0.29,1.7,0.046,21.0,46.0,0.998,3.31,0.62,10.9
7.3,0.67,0.31,2.1,0.048,20.0,41.0,0.996,3.51,0.62,10.8
8.8,0.51,0.48,2.0,0.171,4.0,16.0,0.996,3.2,0.79,10.5
5.4,0.92,0.0,1.9,0.13,5.0,24.0,0.994,3.43,0.67,11.1
10.7,0.47,0.3,2.0,0.063,9.0,16.0,0.998,3.16,0.6,9.6
8.5,0.6,0.19,2.0,0.082,26.0,102.0,0.996,3.19,0.62,10.0
6.7,0.68,0.11,2.2,0.083,13.0,110.0,0.9922,3.3,0.45,12.9
5.5,0.63,0.04,2.3,0.075,29.0,36.0,0.994,3.59,0.66,13.3
6.3,0.4,0.01,2.1,0.085,31.0,46.0,0.996,3.53,0.88,10.9
7.7,0.57,0.01,2.0,0.073,15.0,89.0,0.997,3.4,0.6,9.4
6.7,0.47,0.3,2.8,0.044,34.0,39.0,0.995,3.43,0.45,11.9
9.0,0.6,0.25,1.9,0.061,32.0,100.0,0.996,3.53,0.53,11.7
6.7,0.85,0.05,2.6,0.103,24.0,85.0,0.997,3.31,0.49,9.1
8.7,0.88,0.38,3.2,0.065,6.0,20.0,0.996,3.13,0.54,9.6
9.2,0.44,0.44,3.0,0.067,20.0,33.0,0.997,3.08,0.46,9.5
7.7,0.68,0.12,2.2,0.081,18.0,29.0,0.996,3.44,0.6,10.8
8.5,0.42,0.4,2.5,0.07,33.0,44.0,0.996,3.48,0.51,10.2
6.3,0.59,0.02,3.7,0.084,32.0,71.0,0.996,3.55,0.55,10.1
6.3,0.59,0.22,2.1,0.095,14.0,59.0,0.99232,3.39,0.61,12.4
8.1,0.2,0.55,3.8,0.083,65.0,129.0,0.997,3.25,0.62,10.4
9.9,0.35,0.59,2.2,0.064,6.0,32.0,0.996,3.31,0.58,12.6
6.4,0.33,0.06,2.2,0.08,19.0,13.0,0.994,3.36,0.53,10.9
7.9,0.56,0.03,2.9,0.068,13.0,33.0,0.996,3.21,0.87,9.8
8.5,0.59,0.25,2.5,0.05,14.0,16.0,0.996,3.18,0.69,12.0
8.1,0.63,0.06,1.8,0.067,8.0,25.0,0.996,3.34,0.81,11.1
8.3,0.31,0.24,2.3,0.066,28.0,32.0,0.995,3.39,0.78,13.4
8.0,0.54,0.16,2.6,0.052,29.0,17.0,0.996,3.4,0.49,12.0
7.5,0.31,0.02,1.9,0.116,11.0,16.0,0.997,3.24,0.68,9.3
10.0,0.51,0.32,2.2,0.081,3.0,9.0,0.998,3.33,0.56,9.5
6.4,0.63,0.0,1.5,0.08,10.0,28.0,0.996,3.53,0.58,9.4
9.2,0.43,0.27,2.4,0.064,12.0,50.0,0.996,3.2,0.54,12.5
7.2,0.55,0.48,2.2,0.081,20.0,100.0,0.996,3.18,0.61,10.0
11.7,0.22,0.57,2.3,0.078,13.0,37.0,0.999,3.33,0.72,11.4
7.7,0.74,0.0,2.7,0.084,36.0,42.0,0.998,3.42,0.73,9.3
8.5,0.59,0.22,2.4,0.079,9.0,10.0,0.997,3.36,0.66,11.8
5.3,0.67,0.0,1.9,0.068,12.0,19.0,0.9913,3.51,0.58,11.4
7.2,0.58,0.07,2.2,0.096,4.0,10.0,0.997,3.28,0.58,9.0
8.9,0.61,0.38,2.6,0.083,23.0,38.0,0.997,3.21,0.59,9.5
8.0,0.55,0.02,1.5,0.094,6.0,20.0,0.998,3.43,0.56,9.5
7.9,0.34,0.21,2.2,0.114,4.0,9.0,0.997,3.24,0.72,9.8
9.0,0.57,0.12,2.1,0.118,6.0,27.0,0.997,3.22,0.57,9.7
7.7,0.5,0.43,1.9,0.061,11.0,51.0,0.996,3.37,0.52,9.8
7.0,0.62,0.06,1.5,0.048,5.0,25.0,0.99234,3.48,0.56,11.5
8.2,0.6,0.22,2.4,0.369,14.0,39.0,0.997,3.17,1.58,10.0
5.6,0.69,0.01,2.7,0.074,26.0,68.0,0.997,3.68,0.52,9.5
7.7,0.29,0.49,2.1,0.069,2.0,8.0,0.995,3.32,0.56,11.9
10.4,0.29,0.53,2.1,0.066,5.0,11.0,0.996,3.08,0.64,12.1
6.6,0.54,0.08,2.6,0.055,5.0,16.0,0.994,3.51,0.58,13.1
6.7,0.93,0.01,2.5,0.079,34.0,60.0,0.996,3.38,0.54,9.4
8.2,0.6,0.49,1.8,0.114,12.0,12.0,0.998,3.37,0.49,9.1
11.6,0.51,0.3,7.6,0.081,10.0,30.0,0.998,3.2,0.7,11.0
11.6,0.2,0.69,1.8,0.06,23.0,24.0,0.998,3.32,1.04,9.8
6.6,0.54,0.1,1.9,0.081,18.0,23.0,0.996,3.44,0.65,10.0
9.1,0.56,0.41,1.9,0.093,19.0,33.0,0.997,3.39,0.78,10.1
6.2,1.58,0.0,2.5,0.052,12.0,34.0,0.997,3.89,0.56,10.8
6.9,0.76,0.01,1.6,0.093,15.0,43.0,0.995,3.35,0.51,9.9
10.1,0.36,0.6,2.4,0.1,6.0,13.0,0.997,3.21,0.78,11.8
7.6,0.42,0.25,2.6,0.064,21.0,72.0,0.998,3.36,0.63,9.3
8.3,0.56,0.25,3.1,0.084,9.0,47.0,0.998,3.23,0.93,9.6
8.1,0.23,0.46,1.7,0.075,6.0,9.0,0.994,3.31,0.59,12.6
8.0,0.79,0.09,1.6,0.11,4.0,21.0,0.997,3.22,0.81,9.2
9.2,0.64,0.29,2.0,0.084,26.0,23.0,0.996,3.3,0.64,11.2
7.8,0.91,0.31,1.7,0.079,4.0,10.0,0.996,3.33,0.59,10.3
5.4,0.55,0.0,2.7,0.095,32.0,23.0,0.996,3.57,0.59,9.5
7.4,0.5,0.22,2.2,0.092,29.0,57.0,0.996,3.2,0.91,10.0
15.2,0.42,0.55,2.6,0.039,8.0,15.0,1.0,3.24,0.9,11.2
7.0,0.54,0.05,2.3,0.084,24.0,73.0,0.996,3.24,0.64,10.5
9.5,0.41,0.4,2.1,0.078,23.0,13.0,0.996,3.18,0.65,10.1
6.8,0.37,0.24,2.3,0.088,7.0,12.0,0.996,3.5,0.68,12.1
11.6,0.19,0.8,1.6,0.091,26.0,22.0,0.997,3.28,1.17,11.4
7.1,0.31,0.31,2.0,0.092,14.0,27.0,0.994,3.24,0.74,12.0
7.4,0.41,0.21,4.4,0.087,55.0,139.0,0.998,3.49,0.89,10.6
6.7,0.31,0.16,2.2,0.08,31.0,46.0,0.995,3.36,0.54,9.6
12.0,0.4,0.54,2.5,0.074,8.0,29.0,0.997,3.2,0.67,12.1
9.2,0.52,0.23,2.3,0.073,15.0,27.0,0.996,3.35,0.43,11.2
7.5,0.58,0.28,2.1,0.07,13.0,27.0,0.999,3.38,0.62,9.1
7.3,0.44,0.35,1.7,0.076,9.0,37.0,0.994,3.43,0.56,11.1
8.3,0.86,0.38,2.2,0.086,9.0,33.0,0.998,3.41,0.64,10.1
6.3,0.93,0.0,2.6,0.1,12.0,52.0,0.996,3.56,0.59,10.8
7.7,0.29,0.46,2.5,0.087,14.0,60.0,0.996,3.11,0.66,9.5
6.8,0.72,0.19,1.8,0.224,7.0,27.0,0.994,3.5,0.59,12.7
7.4,0.61,0.15,2.0,0.078,17.0,53.0,0.996,3.47,0.75,10.7
7.1,0.35,0.34,1.7,0.08,3.0,10.0,0.99152,3.46,0.58,12.6
6.5,0.51,0.03,1.8,0.071,6.0,12.0,0.995,3.68,0.47,11.4
7.4,0.54,0.15,2.6,0.07,33.0,57.0,0.997,3.42,0.59,9.8
12.3,0.53,0.72,1.8,0.097,3.0,20.0,0.997,3.19,0.81,11.4
11.8,0.3,0.48,2.0,0.079,17.0,65.0,0.997,3.17,0.57,12.3
8.2,0.43,0.31,6.8,0.072,44.0,68.0,0.996,3.19,0.62,11.9
11.8,0.36,0.48,2.0,0.076,5.0,26.0,0.999,3.19,1.99,10.5
7.2,0.59,0.08,2.1,0.062,21.0,45.0,0.996,3.4,0.49,10.1
10.4,0.58,0.46,2.3,0.076,34.0,72.0,0.997,3.13,0.96,10.4
8.3,0.57,0.09,4.6,0.073,35.0,109.0,0.997,3.23,0.55,9.6
9.3,0.58,0.14,2.1,0.042,9.0,33.0,0.997,3.23,0.62,9.5
7.8,0.66,0.42,6.8,0.071,12.0,47.0,0.998,3.55,0.68,11.1
7.8,0.62,0.3,1.8,0.082,6.0,17.0,0.996,3.24,0.59,10.3
7.1,0.72,0.08,2.2,0.085,23.0,60.0,0.997,3.4,0.72,10.9
7.5,0.63,0.12,1.9,0.083,32.0,84.0,0.997,3.38,0.53,9.5
7.6,0.39,0.43,1.3,0.075,13.0,28.0,0.996,3.37,0.5,9.4
9.1,0.63,0.28,1.9,0.091,5.0,10.0,0.996,3.24,0.51,10.2
12.8,0.27,0.8,2.8,0.072,35.0,38.0,1.00104,3.21,0.69,11.5
6.3,0.38,0.01,5.8,0.105,13.0,16.0,0.995,3.38,0.68,10.6
8.5,0.89,0.03,1.9,0.114,5.0,11.0,0.998,3.2,0.57,9.2
8.5,0.66,0.07,2.3,0.067,10.0,36.0,0.998,3.43,0.56,9.4
10.6,0.35,0.5,1.5,0.085,5.0,25.0,0.996,3.16,1.07,10.8
7.1,0.43,0.49,2.6,0.074,10.0,34.0,0.996,3.5,0.5,12.5
8.2,0.68,0.31,2.0,0.07,10.0,91.0,0.996,3.36,0.6,11.4
7.2,0.35,0.49,3.3,0.085,12.0,56.0,0.998,3.22,0.8,10.2
6.4,0.57,0.07,5.3,0.091,24.0,32.0,0.994,3.33,0.56,11.4
13.0,0.51,0.3,2.8,0.083,15.0,34.0,1.0,3.11,0.62,10.6
9.4,0.73,0.19,2.2,0.088,14.0,39.0,1.00021,3.24,0.82,9.6
10.7,0.49,0.72,2.9,0.075,24.0,69.0,0.998,3.19,0.72,10.9
10.1,0.69,0.15,3.6,0.09,4.0,20.0,1.00145,3.27,0.64,9.3
7.0,0.63,0.0,3.4,0.066,15.0,38.0,0.998,3.37,0.41,9.3
8.9,0.44,0.05,3.8,0.073,10.0,14.0,0.999,3.4,0.64,9.5
7.0,1.0,0.12,2.6,0.106,12.0,42.0,0.998,3.24,0.58,9.0
10.5,0.58,0.24,4.7,0.095,20.0,25.0,0.999,3.18,0.62,9.6
10.0,0.53,0.49,2.6,0.103,25.0,77.0,0.998,3.19,0.58,9.1
7.5,0.63,0.4,2.1,0.088,6.0,59.0,0.996,3.18,0.62,11.6
7.6,0.64,0.07,2.8,0.078,24.0,89.0,0.998,3.3,0.6,9.2
6.5,0.62,0.09,2.4,0.12,30.0,91.0,0.995,3.41,0.53,10.8
6.1,0.39,0.07,2.0,0.074,17.0,13.0,0.99007,3.38,0.68,12.7
6.9,0.43,0.3,2.2,0.07,6.0,12.0,0.996,3.58,0.64,11.4
8.6,0.81,0.25,2.1,0.369,9.0,58.0,0.998,3.29,0.66,9.5
7.0,0.39,0.37,2.4,0.183,19.0,80.0,0.996,3.32,0.54,10.3
9.4,0.39,0.59,2.2,0.09,10.0,35.0,0.997,3.26,0.66,11.6
10.8,0.34,0.29,2.4,0.053,6.0,13.0,0.997,3.14,0.67,11.6
12.5,0.6,0.49,4.1,0.082,27.0,49.0,1.00258,3.12,0.68,9.5
6.7,0.74,0.0,1.8,0.077,15.0,32.0,0.996,3.38,0.54,9.9
6.9,0.62,0.13,2.0,0.083,3.0,31.0,0.994,3.31,0.56,10.6
8.4,0.29,0.66,2.2,0.084,27.0,85.0,0.995,3.23,0.73,11.9
9.0,0.28,0.57,1.7,0.079,7.0,13.0,0.996,3.38,0.87,12.5
7.3,0.28,0.35,2.0,0.079,9.0,13.0,0.995,3.22,0.63,10.9
8.3,0.57,0.35,2.4,0.124,25.0,46.0,0.997,3.21,0.86,9.7
7.9,0.51,0.34,1.5,0.076,30.0,96.0,0.995,3.23,0.73,10.1
8.0,0.66,0.09,3.3,0.078,12.0,63.0,1.0,3.38,0.52,9.0
7.1,0.41,0.11,1.9,0.109,15.0,35.0,0.995,3.12,0.47,9.5
6.9,0.64,0.08,2.0,0.056,5.0,23.0,0.995,3.51,0.68,12.2
10.4,0.68,0.33,2.1,0.082,5.0,21.0,0.997,3.19,0.57,11.4
8.3,0.42,0.27,2.6,0.082,6.0,18.0,0.996,3.28,0.62,11.4
9.2,0.87,0.18,2.7,0.078,20.0,68.0,1.0,3.3,0.59,9.4
6.8,0.45,0.24,2.6,0.052,12.0,25.0,0.996,3.46,0.55,12.1
8.2,0.77,0.17,2.3,0.07,19.0,141.0,0.997,3.36,1.3,13.5
11.8,0.39,0.51,2.6,0.61,14.0,78.0,1.0,2.8,1.12,9.5
5.1,0.4,0.01,1.8,0.077,64.0,74.0,0.994,3.56,0.81,10.1
7.7,0.3,0.5,2.4,0.083,26.0,53.0,0.996,3.22,0.79,11.7
7.6,0.44,0.24,2.4,0.091,16.0,39.0,0.997,3.36,0.72,9.9
12.9,0.5,0.49,2.3,0.092,18.0,57.0,0.999,2.98,0.54,10.8
6.1,0.42,0.22,2.9,0.049,14.0,104.0,0.995,3.5,0.46,10.1
10.3,0.4,0.52,2.3,0.059,5.0,16.0,0.996,3.28,0.67,12.2
7.6,0.29,0.53,13.8,0.078,54.0,74.0,0.997,3.43,1.14,12.5
11.1,0.65,0.25,3.5,0.04,16.0,104.0,0.998,3.4,0.47,10.9
7.2,0.59,0.45,1.7,0.09,28.0,110.0,0.997,3.31,0.53,9.4
7.5,0.55,0.14,1.7,0.051,19.0,60.0,0.997,3.4,0.56,9.4
7.1,0.82,0.01,1.6,0.055,6.0,31.0,0.995,3.28,0.92,11.9
7.6,0.36,0.48,3.1,0.064,17.0,40.0,0.997,3.19,0.53,10.2
8.9,0.62,0.24,1.9,0.058,22.0,39.0,0.998,3.38,0.54,10.9
7.3,0.44,0.2,3.0,0.053,12.0,17.0,0.996,3.32,0.6,12.6
7.9,0.39,0.23,1.6,0.087,8.0,27.0,0.996,3.23,0.54,10.0
9.8,0.6,0.34,2.3,0.088,3.0,12.0,0.998,3.21,0.52,10.0
6.7,0.29,0.37,2.2,0.061,8.0,81.0,0.996,3.48,0.78,10.4
9.3,0.29,0.39,2.1,0.101,11.0,40.0,0.999,3.35,0.78,9.4
7.9,0.52,0.38,5.3,0.075,10.0,26.0,0.997,3.19,0.49,10.1
6.5,0.36,0.34,2.5,0.074,5.0,19.0,0.994,3.37,0.69,11.4
6.2,0.33,0.49,3.5,0.087,7.0,55.0,0.994,3.42,0.64,12.0
8.5,0.5,0.5,5.8,0.232,23.0,69.0,0.998,3.15,0.69,10.2
6.2,0.76,0.0,2.5,0.067,5.0,34.0,0.996,3.31,0.42,9.3
7.0,0.71,0.11,2.6,0.074,17.0,112.0,0.997,3.41,0.57,9.5
10.5,0.66,0.32,3.5,0.072,10.0,45.0,0.999,3.15,0.53,9.5
7.9,0.63,0.27,6.7,0.058,13.0,18.0,0.998,3.59,0.63,12.3
7.5,0.51,0.32,2.0,0.074,24.0,66.0,0.997,3.52,0.78,10.4
9.4,0.36,0.76,2.1,0.399,4.0,10.0,0.998,3.33,1.95,9.4
7.5,0.39,0.31,1.8,0.078,3.0,13.0,0.996,3.56,0.57,10.9
6.8,0.75,0.0,2.0,0.049,6.0,25.0,0.996,3.37,0.44,9.4
7.8,0.67,0.29,1.9,0.079,22.0,111.0,0.998,3.38,0.71,9.6
15.1,0.48,0.55,2.6,0.087,15.0,68.0,1.0,3.03,1.31,9.7
11.9,0.44,0.25,1.9,0.085,5.0,59.0,1.0,3.0,0.58,9.3
10.5,0.26,0.49,1.7,0.077,9.0,22.0,0.996,3.07,0.56,10.8
10.5,0.36,0.6,2.0,0.094,26.0,99.0,0.998,3.17,0.61,9.3
8.3,0.55,0.25,2.5,0.056,4.0,9.0,0.996,3.49,0.52,12.9
6.4,0.74,0.02,1.9,0.092,41.0,111.0,0.996,3.24,0.63,9.2
10.9,0.38,0.62,2.7,0.061,25.0,42.0,0.997,3.26,0.56,12.0
11.8,0.43,0.39,3.2,0.08,14.0,32.0,0.998,3.24,0.48,10.2
6.1,0.43,0.01,2.5,0.61,11.0,25.0,0.996,3.59,0.74,10.3
11.8,0.36,0.51,2.8,0.079,16.0,26.0,0.996,3.1,0.67,13.1
7.0,0.87,0.13,2.4,0.096,19.0,29.0,0.997,3.41,0.64,9.5
9.0,0.7,0.09,2.0,0.062,6.0,14.0,0.998,3.26,0.46,9.4
9.9,0.33,0.5,4.2,0.136,6.0,18.0,0.997,3.17,0.73,12.4
8.1,0.75,0.02,2.4,0.079,26.0,100.0,0.996,3.31,0.66,10.4
8.4,0.74,0.06,7.7,0.104,12.0,34.0,0.999,3.39,0.55,9.4
6.1,0.41,0.17,1.8,0.13,13.0,32.0,0.99269,3.41,0.5,12.0
7.1,0.63,0.49,2.4,0.107,11.0,13.0,0.996,3.51,0.57,11.7
12.9,0.24,0.73,2.8,0.077,29.0,32.0,1.0,3.29,0.59,11.6
10.5,0.37,0.59,2.3,0.36,6.0,17.0,0.998,3.11,0.76,9.3
8.3,0.38,0.24,2.9,0.065,11.0,22.0,0.997,3.26,0.66,10.4
7.8,0.61,0.23,2.1,0.078,2.0,10.0,0.997,3.3,0.8,10.4
9.1,0.51,0.47,2.2,0.072,15.0,72.0,0.996,3.18,0.56,11.0
7.5,0.54,0.15,2.7,0.079,24.0,87.0,0.996,3.16,0.68,10.1
10.1,0.21,0.53,2.9,0.069,5.0,36.0,0.997,3.14,0.65,10.4
6.3,0.59,0.0,2.9,0.062,20.0,27.0,0.995,3.55,0.56,10.8
10.4,0.53,0.48,1.8,0.078,6.0,38.0,0.997,3.16,0.77,10.0
9.1,0.3,0.19,2.6,0.035,2.0,17.0,0.996,3.28,0.44,11.6
5.5,0.69,0.0,1.6,0.059,38.0,89.0,0.99193,3.48,0.51,12.0
6.9,0.32,0.43,1.5,0.104,10.0,68.0,0.995,3.33,0.75,10.5
9.9,1.01,0.27,1.9,0.153,6.0,59.0,0.999,3.07,0.79,9.2
6.3,0.99,0.0,1.8,0.077,37.0,132.0,0.995,3.43,0.56,9.9
6.4,0.65,0.0,2.2,0.066,24.0,31.0,0.99166,3.55,0.43,12.4
7.7,0.5,0.25,1.8,0.076,6.0,9.0,0.996,3.4,0.55,9.8
8.3,0.67,0.27,2.3,0.075,20.0,67.0,0.996,3.01,0.58,10.1
8.0,0.64,0.1,2.0,0.047,4.0,31.0,0.996,3.49,0.44,10.8
6.4,0.94,0.01,1.8,0.084,8.0,28.0,0.997,3.64,0.5,9.4
8.3,0.57,0.45,2.1,0.349,6.0,14.0,0.996,3.21,0.55,10.8
13.0,0.61,0.68,2.7,0.069,17.0,67.0,0.998,3.15,0.55,10.6
9.4,0.47,0.49,1.8,0.058,5.0,31.0,0.996,3.39,0.61,11.5
10.4,0.32,0.42,2.2,0.07,6.0,41.0,0.996,3.17,0.54,13.4
7.3,0.91,0.14,2.7,0.099,20.0,42.0,0.998,3.35,0.8,9.4
7.2,0.75,0.06,6.2,0.077,11.0,36.0,0.998,3.25,0.56,9.8
6.7,0.62,0.01,2.7,0.053,15.0,42.0,0.995,3.51,0.52,12.0
8.0,0.54,0.16,3.1,0.071,10.0,12.0,0.997,3.36,0.52,10.1
6.2,0.97,0.0,1.9,0.064,25.0,86.0,0.996,3.76,0.54,10.1
8.5,0.54,0.28,3.1,0.091,11.0,35.0,0.996,3.33,0.77,12.1
6.1,0.39,0.26,2.1,0.055,17.0,28.0,0.996,3.52,0.78,10.5
6.2,0.94,0.0,3.6,0.084,33.0,119.0,0.997,3.59,0.54,9.3
6.3,0.3,0.41,1.6,0.08,23.0,76.0,0.994,3.37,0.87,10.6
8.4,1.11,0.12,2.1,0.064,13.0,29.0,0.997,3.31,0.55,10.9
9.5,0.52,0.52,2.3,0.091,33.0,120.0,0.998,3.15,1.24,9.6
8.0,0.75,0.07,1.4,0.172,7.0,27.0,0.997,3.26,0.83,9.4
6.5,0.39,0.3,2.0,0.072,11.0,38.0,0.996,3.54,0.67,10.1
10.4,0.54,0.54,2.7,0.1,16.0,40.0,0.996,3.2,0.89,12.5
10.0,0.32,0.71,2.7,0.095,28.0,103.0,0.997,3.17,0.91,11.0
8.5,0.71,0.06,2.8,0.077,7.0,25.0,1.0,3.38,0.56,9.7
7.5,0.57,0.05,2.3,0.071,6.0,26.0,0.996,3.57,0.61,10.0
11.3,0.4,0.4,5.4,0.067,12.0,31.0,0.998,3.15,0.59,10.2
6.5,0.62,0.05,2.2,0.074,21.0,57.0,0.995,3.57,0.61,11.2
10.2,0.38,0.48,2.7,0.1,11.0,43.0,0.997,3.11,0.7,10.0
8.5,0.22,0.36,2.0,0.078,24.0,44.0,0.997,3.32,0.66,9.8
7.0,0.41,0.26,1.6,0.08,16.0,45.0,0.994,3.42,0.38,10.9
8.7,0.67,0.46,1.9,0.099,14.0,108.0,0.997,3.35,0.71,10.3
10.3,0.58,0.16,1.8,0.071,18.0,22.0,0.999,3.28,0.56,9.0
6.8,0.73,0.02,1.9,0.073,42.0,122.0,0.996,3.48,0.48,9.8
6.5,0.73,0.03,2.1,0.093,5.0,10.0,0.997,3.54,0.68,10.0
6.6,0.5,0.01,1.5,0.073,19.0,17.0,0.996,3.41,0.64,10.0
7.0,0.39,0.1,1.6,0.051,31.0,37.0,0.99088,3.17,0.56,11.0
10.3,0.64,0.42,2.8,0.081,7.0,9.0,0.997,3.31,0.58,12.1
6.3,0.71,0.0,2.3,0.076,13.0,42.0,0.996,3.46,0.6,10.5
7.0,0.64,0.37,3.9,0.202,18.0,33.0,0.996,3.29,0.68,10.9
8.4,0.35,0.31,2.9,0.077,33.0,127.0,0.998,3.14,0.43,9.3
10.9,0.37,0.31,6.5,0.06,17.0,51.0,0.997,3.22,0.76,12.0
9.9,0.36,0.55,2.0,0.065,5.0,39.0,0.996,3.23,0.65,12.0
10.3,0.4,0.56,4.2,0.087,25.0,134.0,0.999,3.13,0.57,9.6
8.9,0.42,0.42,2.0,0.08,23.0,62.0,0.996,3.24,0.6,9.9
12.8,0.91,0.23,1.8,0.078,5.0,13.0,0.999,3.36,0.46,11.1
7.2,0.57,0.28,2.8,0.068,33.0,80.0,0.996,3.26,0.7,10.2
7.3,0.63,0.21,1.9,0.035,14.0,43.0,0.997,3.53,0.95,10.1
9.7,0.59,0.51,3.6,0.239,11.0,15.0,0.996,3.07,0.73,11.2
8.8,0.45,0.28,2.0,0.075,24.0,87.0,0.996,3.12,0.61,9.9
7.0,0.36,0.09,2.0,0.063,10.0,20.0,0.996,3.47,0.73,10.8
10.0,0.4,0.25,1.8,0.05,9.0,29.0,0.996,3.23,0.63,10.9
9.0,0.25,0.59,2.6,0.113,9.0,31.0,0.997,3.34,1.01,12.1
8.5,1.15,0.09,2.6,0.118,33.0,113.0,0.997,3.26,0.6,9.9
10.2,0.45,0.5,3.6,0.102,38.0,107.0,0.999,3.3,0.85,11.0
11.1,0.55,0.48,5.1,0.092,17.0,46.0,1.0,3.28,0.79,10.0
