fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
9.8,0.51,0.13,1.8,0.073,10.0,67.0,0.99601,3.21,0.79,12.9
7.4,0.62,0.24,2.4,0.079,19.0,14.0,0.99633,3.44,0.58,12.1
7.1,0.48,0.49,1.9,0.077,12.0,70.0,0.99592,3.23,0.58,9.5
7.8,0.59,0.27,1.5,0.103,12.0,76.0,0.99622,3.37,0.74,10.5
8.9,0.47,0.6,3.4,0.106,6.0,16.0,0.99783,3.27,0.62,10.7
11.6,0.57,0.27,2.2,0.066,8.0,19.0,0.99791,3.07,0.57,9.6
4.8,1.58,0.0,2.0,0.082,7.0,84.0,0.996,3.73,0.63,9.4
6.4,0.51,0.1,2.0,0.074,14.0,36.0,0.99498,3.35,0.54,9.4
10.0,0.22,0.67,5.0,0.078,3.0,12.0,0.99702,3.11,0.62,12.3
9.2,0.34,0.22,2.0,0.07,17.0,24.0,0.99705,3.49,0.74,11.0
7.7,0.45,0.46,2.0,0.083,14.0,33.0,0.99475,3.31,0.63,12.4
7.2,0.76,0.01,5.1,0.048,22.0,73.0,0.99602,3.43,0.61,9.8
8.9,0.19,0.44,4.3,0.064,8.0,19.0,0.99916,3.18,0.56,9.7
12.2,0.41,0.38,7.5,0.113,24.0,31.0,1.0001,3.1,0.77,10.8
9.9,0.32,0.62,2.6,0.098,33.0,49.0,0.99704,3.14,0.57,10.2
13.8,0.21,0.69,2.8,0.081,11.0,15.0,0.99984,2.98,0.52,10.8
10.0,0.48,0.46,3.4,0.084,26.0,57.0,1.00004,3.29,0.69,9.3
8.4,0.36,0.28,1.8,0.057,39.0,134.0,0.99807,3.23,0.62,8.9
7.1,0.39,0.43,2.1,0.106,22.0,150.0,0.99414,3.34,0.91,10.8
10.1,0.53,0.35,1.9,0.07,36.0,82.0,0.99803,3.18,0.56,9.6
6.4,0.51,0.08,2.2,0.074,21.0,74.0,0.99598,3.36,0.58,10.0
9.9,0.28,0.53,1.5,0.079,33.0,40.0,0.99587,3.27,0.55,10.6
9.1,0.38,0.38,2.7,0.084,17.0,34.0,0.99792,3.24,0.73,9.7
7.7,0.36,0.31,1.8,0.059,15.0,42.0,0.99606,3.34,0.64,10.4
8.8,0.36,0.44,2.5,0.079,3.0,15.0,0.99991,3.31,0.58,9.5
8.5,0.7,0.03,2.6,0.084,12.0,39.0,0.99907,3.4,0.51,9.6
7.8,0.53,0.25,2.2,0.104,13.0,20.0,0.99603,3.32,0.88,11.3
6.9,1.58,0.01,3.6,0.079,24.0,105.0,0.99811,3.56,0.63,9.5
7.2,0.6,0.27,2.1,0.108,33.0,56.0,0.99585,3.31,0.71,10.2
11.0,0.53,0.46,1.7,0.061,11.0,11.0,0.99799,3.3,1.59,12.9
7.7,0.51,0.39,6.1,0.056,5.0,18.0,0.997,3.45,0.67,10.5
5.1,0.79,0.0,1.3,0.075,21.0,43.0,0.9914,3.55,0.54,9.5
7.1,0.64,0.13,2.3,0.066,13.0,13.0,0.99595,3.61,0.44,10.9
8.5,0.72,0.11,1.9,0.047,11.0,97.0,0.99701,3.31,0.56,9.6
7.0,0.69,0.08,2.2,0.066,32.0,108.0,0.99589,3.49,0.53,10.1
7.0,0.29,0.37,1.5,0.056,3.0,12.0,0.9939,3.38,0.52,10.2
8.8,0.4,0.45,1.9,0.082,27.0,84.0,0.99604,3.24,0.63,10.2
7.5,0.51,0.26,1.8,0.064,5.0,9.0,0.99395,3.39,0.5,12.8
7.9,0.25,0.51,2.8,0.065,22.0,33.0,0.99602,3.22,0.49,10.0
7.7,0.44,0.09,2.0,0.077,12.0,32.0,0.99593,3.41,0.52,11.1
10.5,0.55,0.37,2.0,0.1,4.0,10.0,0.99708,3.31,0.71,10.4
7.5,0.41,0.15,2.8,0.051,38.0,116.0,0.99719,3.36,0.57,9.2
7.2,0.63,0.32,1.8,0.078,11.0,19.0,0.99599,3.35,0.59,9.7
7.0,0.55,0.09,2.0,0.067,17.0,98.0,0.99597,3.48,0.47,10.0
6.6,0.33,0.1,2.8,0.087,22.0,20.0,0.99585,3.45,0.68,9.9
6.9,0.55,0.22,1.3,0.077,12.0,56.0,0.9959,3.46,0.55,9.2
7.4,0.7,0.31,2.8,0.094,20.0,51.0,0.99617,3.5,0.55,12.2
7.5,0.77,0.01,2.5,0.064,5.0,20.0,0.99794,3.35,0.4,9.3
7.8,0.62,0.33,2.3,0.288,16.0,41.0,0.99587,3.19,0.65,11.5
8.8,0.32,0.48,2.7,0.117,27.0,88.0,0.99717,3.23,1.06,9.5
7.5,0.4,0.33,3.4,0.072,3.0,12.0,0.99699,3.45,0.64,10.6
6.5,0.66,0.01,6.4,0.082,14.0,27.0,0.99606,3.42,0.7,10.5
7.0,0.98,0.02,2.7,0.073,19.0,68.0,0.99496,3.56,0.65,12.6
6.6,0.63,0.07,2.4,0.08,22.0,110.0,0.9961,3.31,0.79,10.1
15.9,0.25,0.71,1.5,0.091,5.0,47.0,0.99805,2.85,0.7,9.1
9.4,0.23,0.52,1.4,0.073,29.0,65.0,0.99506,3.18,0.7,11.5
6.4,0.68,0.0,1.8,0.056,19.0,34.0,0.99382,3.37,0.54,10.4
7.2,0.44,0.31,2.0,0.078,43.0,54.0,0.99379,3.4,0.57,12.3
7.0,0.51,0.4,2.8,0.105,6.0,16.0,0.99138,3.2,0.78,14.0
7.6,0.52,0.11,2.3,0.087,5.0,20.0,0.99716,3.31,0.71,11.3
7.8,0.59,0.09,2.3,0.082,16.0,23.0,0.9969,3.5,0.66,11.7
7.6,0.65,0.2,1.8,0.084,6.0,16.0,0.99604,3.38,0.52,10.7
9.0,0.37,0.18,2.1,0.066,13.0,24.0,0.99496,3.19,0.57,12.4
7.1,0.9,0.0,3.0,0.07,27.0,61.0,0.99805,3.42,0.45,9.5
7.8,0.56,0.41,1.8,0.095,8.0,28.0,0.99603,3.15,0.58,10.1
9.9,0.45,0.46,2.1,0.116,10.0,35.0,0.99904,3.14,1.08,9.0
11.7,0.38,0.49,1.5,0.073,4.0,11.0,0.99693,3.27,0.66,11.4
6.7,0.41,0.45,1.9,0.226,13.0,43.0,0.99603,3.51,0.74,9.8
7.8,0.58,0.35,2.3,0.095,36.0,109.0,0.99701,3.14,0.44,9.3
7.8,0.42,0.32,2.2,0.101,15.0,26.0,0.9971,3.31,0.78,9.5
7.1,0.56,0.14,2.5,0.074,4.0,14.0,0.99681,3.4,0.57,10.6
7.1,0.31,0.26,1.9,0.059,12.0,42.0,0.99505,3.42,0.88,11.1
8.4,0.41,0.23,1.9,0.069,16.0,110.0,0.996,3.19,0.59,10.1
8.4,0.73,0.0,1.2,0.063,17.0,13.0,0.99125,3.34,0.56,11.9
6.8,0.4,0.22,1.9,0.083,2.0,6.0,0.99382,3.36,0.57,12.6
5.8,0.61,0.05,5.7,0.073,26.0,27.0,0.99114,3.56,0.56,14.4
6.4,0.66,0.27,2.5,0.091,17.0,26.0,0.99614,3.44,0.69,9.3
6.6,0.88,0.01,3.7,0.077,5.0,34.0,0.99598,3.49,0.55,9.7
8.2,0.99,0.14,2.3,0.113,15.0,55.0,0.99613,3.25,0.75,9.8
11.2,0.42,0.36,3.0,0.073,22.0,41.0,0.99812,3.24,0.65,9.5
6.6,0.74,0.02,1.9,0.055,6.0,9.0,0.99495,3.47,0.44,10.6
8.6,0.94,0.01,3.1,0.091,9.0,28.0,0.99799,3.29,0.76,10.4
8.9,0.41,0.15,2.1,0.091,4.0,9.0,0.99697,3.19,0.57,9.5
6.4,0.41,0.25,1.6,0.052,9.0,42.0,0.99387,3.41,0.57,9.7
8.9,0.56,0.25,3.0,0.061,30.0,74.0,0.99701,3.29,0.57,11.3
6.7,0.42,0.31,1.9,0.097,38.0,80.0,0.99596,3.3,0.83,9.6
8.8,0.39,0.13,2.4,0.043,10.0,42.0,0.99695,3.53,0.63,11.0
7.9,0.51,0.05,1.7,0.064,3.0,11.0,0.99596,3.19,0.59,10.3
8.3,0.43,0.42,2.7,0.086,9.0,34.0,0.99807,3.25,1.1,9.5
7.9,0.4,0.35,1.5,0.072,5.0,19.0,0.99608,3.41,0.43,11.0
8.4,0.37,0.4,2.4,0.071,16.0,30.0,0.99601,3.23,0.5,10.5
9.1,0.58,0.44,2.5,0.076,24.0,32.0,0.99606,3.17,0.75,11.9
8.9,0.67,0.1,2.4,0.075,22.0,49.0,0.99702,3.33,0.68,10.0
7.8,0.35,0.02,2.1,0.076,17.0,11.0,0.99597,3.15,0.81,9.6
10.6,0.62,0.24,1.8,0.082,5.0,19.0,0.99704,2.99,0.43,9.4
7.2,0.43,0.32,3.3,0.076,14.0,58.0,0.99505,3.33,0.66,12.7
5.6,0.47,0.01,2.1,0.078,38.0,60.0,0.99393,3.6,0.63,12.6
8.4,0.33,0.23,1.5,0.081,24.0,100.0,0.99699,3.37,0.61,9.3
9.7,0.55,0.37,2.5,0.086,30.0,122.0,0.99895,3.29,0.73,9.5
9.4,0.28,0.59,1.8,0.087,6.0,30.0,0.99608,3.02,0.78,9.6
9.9,0.47,0.48,1.9,0.073,8.0,42.0,0.99901,3.2,0.79,8.9
6.6,0.41,0.02,1.5,0.076,10.0,28.0,0.9958,3.48,0.7,9.8
6.6,0.76,0.01,1.8,0.074,6.0,18.0,0.99591,3.53,0.48,9.6
10.2,0.55,0.6,4.9,0.199,6.0,45.0,0.99888,3.07,0.75,10.4
8.9,0.35,0.5,2.0,0.084,10.0,27.0,0.99704,3.17,1.18,9.4
7.2,0.61,0.23,2.2,0.079,18.0,47.0,0.99709,3.51,0.73,9.5
7.8,0.46,0.11,2.4,0.067,22.0,25.0,0.99802,3.35,0.61,9.6
7.2,0.68,0.01,3.5,0.075,11.0,26.0,0.99789,3.37,0.51,9.4
6.6,0.99,0.0,2.7,0.08,9.0,28.0,0.99697,3.46,0.66,10.1
9.9,0.4,0.28,1.9,0.078,16.0,11.0,0.99692,3.3,0.61,11.8
8.7,0.73,0.17,3.0,0.149,32.0,44.0,0.99796,3.22,0.73,10.1
7.0,0.57,0.0,3.1,0.061,18.0,31.0,0.99711,3.22,0.56,9.1
7.3,0.9,0.01,2.6,0.081,32.0,53.0,0.99606,3.47,0.6,9.7
7.2,0.61,0.26,1.9,0.04,18.0,28.0,0.99131,3.13,0.57,12.0
7.6,0.78,0.19,5.6,0.063,16.0,24.0,0.99684,3.38,0.59,11.1
9.1,0.61,0.55,2.2,0.076,15.0,36.0,0.99816,3.3,0.58,9.5
9.3,0.44,0.29,5.4,0.065,16.0,60.0,0.99606,3.25,0.49,12.4
6.9,0.67,0.22,2.8,0.087,15.0,37.0,0.99729,3.39,0.54,9.5
7.0,0.39,0.03,1.9,0.07,16.0,55.0,0.99598,3.38,0.58,9.9
10.7,0.48,0.38,1.8,0.054,16.0,53.0,0.99799,3.23,0.77,9.7
10.0,0.45,0.32,2.6,0.083,17.0,43.0,0.99799,3.43,0.84,12.1
8.1,0.68,0.26,2.3,0.078,12.0,9.0,0.99674,3.35,0.8,11.0
6.6,0.57,0.01,2.4,0.077,30.0,39.0,0.99593,3.33,0.66,10.1
8.9,0.5,0.4,5.6,0.077,18.0,29.0,0.99684,3.28,0.77,11.7
7.6,0.44,0.18,2.3,0.051,31.0,47.0,0.99682,3.3,0.62,10.2
8.6,0.34,0.47,1.7,0.075,22.0,79.0,0.99604,3.15,0.76,9.8
5.1,0.77,0.0,2.9,0.059,2.0,14.0,0.99501,3.43,0.43,11.8
7.5,0.65,0.05,1.4,0.074,9.0,19.0,0.99588,3.4,0.57,9.6
8.8,0.24,0.22,2.5,0.076,14.0,12.0,0.996,3.25,0.52,10.2
9.2,0.74,0.16,2.8,0.049,20.0,34.0,0.99798,3.32,0.65,9.8
9.1,0.42,0.36,2.2,0.067,12.0,32.0,0.99699,3.3,0.7,11.1
6.7,0.72,0.0,2.4,0.082,4.0,17.0,0.99594,3.35,0.71,9.8
7.0,0.57,0.24,2.2,0.107,21.0,18.0,0.99568,3.33,0.73,9.5
14.9,0.49,0.57,4.3,0.61,22.0,90.0,1.00288,2.93,0.74,9.1
7.1,0.34,0.26,1.5,0.078,11.0,31.0,0.99402,3.69,0.88,12.0
8.3,0.4,0.21,1.6,0.079,6.0,31.0,0.99702,3.42,0.57,9.9
9.1,0.41,0.28,4.8,0.079,25.0,33.0,0.99613,3.17,0.61,10.2
7.9,0.27,0.25,2.5,0.08,12.0,16.0,0.99585,3.25,0.75,12.5
7.3,0.35,0.32,1.8,0.071,31.0,95.0,0.99592,3.23,0.65,10.3
7.4,0.78,0.27,6.2,0.092,26.0,144.0,0.99802,3.27,0.58,9.5
6.4,0.55,0.24,1.4,0.129,25.0,49.0,0.99508,3.41,0.95,10.5
6.4,0.68,0.02,2.2,0.067,39.0,139.0,0.99492,3.3,0.53,9.9
8.3,0.72,0.29,3.2,0.09,6.0,24.0,0.99898,3.32,0.66,9.5
6.8,0.55,0.14,1.9,0.075,7.0,46.0,0.99504,3.54,0.8,11.5
6.8,0.27,0.07,1.5,0.089,14.0,32.0,0.99007,3.18,0.81,11.8
7.7,0.62,0.44,2.2,0.087,16.0,146.0,0.99495,3.24,0.61,12.0
7.1,0.54,0.26,14.6,0.096,13.0,36.0,0.9969,3.17,0.59,10.4
6.5,0.76,0.05,1.9,0.078,34.0,119.0,0.99589,3.4,0.59,9.5
5.4,1.25,0.0,2.4,0.078,10.0,33.0,0.99323,3.99,0.43,11.3
7.3,0.77,0.07,1.7,0.108,18.0,65.0,0.99696,3.58,1.09,9.8
11.6,0.51,0.51,1.6,0.08,5.0,30.0,0.99902,2.95,0.64,9.4
7.7,0.65,0.23,2.5,0.077,6.0,13.0,0.99701,3.4,0.58,9.8
7.5,0.71,0.07,1.6,0.09,10.0,29.0,0.99792,3.39,0.65,9.0
7.6,0.63,0.01,2.2,0.074,14.0,57.0,0.99701,3.5,0.5,9.8
8.0,0.34,0.49,8.5,0.081,27.0,78.0,0.99619,3.07,0.58,9.5
11.8,0.41,0.49,3.0,0.063,7.0,25.0,1.00007,3.26,0.62,10.1
8.7,0.53,0.14,2.2,0.057,13.0,25.0,1.0,3.41,0.47,9.2
8.9,0.81,0.09,1.6,0.093,3.0,12.0,0.99683,3.26,0.67,9.6
7.6,0.52,0.25,2.3,0.085,25.0,74.0,0.99693,3.18,0.64,9.5
9.3,0.37,0.33,2.0,0.083,24.0,38.0,0.99798,3.28,0.66,9.5
9.4,0.54,0.6,2.0,0.105,8.0,23.0,0.99693,3.23,2.0,11.0
6.6,0.62,0.0,2.0,0.071,24.0,73.0,0.9958,3.4,0.5,9.4
8.5,0.31,0.36,1.8,0.083,34.0,33.0,0.99404,3.21,0.68,12.2
7.3,0.51,0.26,3.0,0.048,13.0,45.0,0.99583,3.55,0.49,12.7
9.0,0.39,0.11,1.9,0.086,10.0,13.0,0.99795,3.28,0.6,9.5
9.5,0.99,0.28,4.1,0.079,6.0,33.0,0.99893,3.16,0.56,9.6
8.6,0.59,0.31,2.0,0.074,5.0,55.0,0.99694,3.23,0.52,11.8
6.7,0.5,0.19,2.5,0.095,42.0,126.0,0.99501,3.31,0.7,12.3
6.4,0.83,0.02,2.7,0.078,10.0,52.0,0.99612,3.58,0.56,9.6
6.2,0.74,0.03,1.8,0.072,10.0,15.0,0.99374,3.39,0.53,10.2
6.1,1.1,0.03,1.9,0.089,18.0,109.0,0.9948,3.53,0.54,9.6
9.3,0.7,0.57,1.9,0.121,8.0,61.0,0.99598,2.98,0.59,10.0
7.1,0.65,0.25,2.7,0.21,21.0,33.0,0.99797,3.34,0.85,10.0
8.8,0.28,0.33,3.4,0.072,17.0,57.0,0.998,3.31,0.61,9.7
9.8,0.57,0.3,3.2,0.078,8.0,18.0,0.99694,3.2,0.75,10.7
8.2,0.4,0.31,1.6,0.074,10.0,34.0,0.99602,3.18,0.78,9.8
8.3,0.51,0.23,2.3,0.083,4.0,12.0,0.99613,3.32,0.78,10.4
7.3,0.43,0.1,2.0,0.085,6.0,25.0,0.99403,3.23,0.58,12.5
7.6,0.24,0.11,2.1,0.076,18.0,33.0,0.99694,3.32,0.81,9.2
6.9,0.29,0.25,2.1,0.075,16.0,23.0,0.99495,3.26,0.86,10.5
7.3,0.88,0.01,1.7,0.056,10.0,35.0,0.99617,3.95,0.34,10.3
7.2,0.43,0.11,1.8,0.112,23.0,47.0,0.99699,3.23,0.57,8.6
7.1,0.58,0.14,2.3,0.055,25.0,70.0,0.99609,3.26,0.58,9.2
7.4,0.63,0.15,1.8,0.079,4.0,32.0,0.99597,3.43,0.55,10.1
7.0,0.7,0.02,2.5,0.072,4.0,12.0,0.99504,3.4,0.44,12.0
7.8,0.49,0.35,3.0,0.081,10.0,13.0,0.99598,3.28,0.62,11.0
9.2,0.38,0.42,3.4,0.083,15.0,28.0,0.99694,3.14,0.59,10.9
7.6,0.32,0.55,2.5,0.064,11.0,44.0,0.99712,3.3,0.77,10.7
7.1,0.5,0.04,2.0,0.073,22.0,81.0,0.99583,3.15,0.59,9.7
8.4,0.43,0.34,4.6,0.084,13.0,29.0,0.99702,3.43,0.62,11.4
7.3,0.73,0.38,2.7,0.09,16.0,17.0,0.99694,3.42,0.67,10.0
7.4,0.45,0.39,2.1,0.37,19.0,26.0,0.99599,3.23,0.53,10.5
9.3,0.58,0.34,1.7,0.074,18.0,25.0,0.994,3.18,0.58,12.5
9.3,0.59,0.35,3.8,0.057,20.0,81.0,0.99616,3.08,0.5,9.8
9.4,0.38,0.3,1.9,0.094,11.0,25.0,0.99695,3.34,0.6,11.5
8.3,0.48,0.6,1.9,0.083,5.0,44.0,0.99798,3.46,0.89,10.1
7.5,0.29,0.58,2.6,0.078,35.0,62.0,0.996,3.34,0.8,10.9
6.3,0.6,0.18,2.2,0.095,8.0,30.0,0.99425,3.48,0.62,11.9
10.3,0.59,0.42,1.9,0.081,7.0,21.0,0.99696,3.11,0.45,9.5
8.2,0.31,0.43,6.3,0.095,41.0,111.0,0.99901,3.21,0.64,8.8
10.5,0.73,0.23,2.2,0.07,14.0,70.0,0.9961,3.19,0.55,10.9
8.8,0.45,0.33,2.1,0.096,17.0,47.0,0.99598,3.15,0.81,10.8
9.2,0.83,0.35,2.4,0.079,2.0,13.0,0.99704,3.3,0.56,10.5
5.9,0.42,0.12,4.6,0.076,26.0,105.0,0.99421,3.46,0.55,11.9
8.1,0.56,0.12,2.6,0.201,7.0,19.0,0.99791,3.35,0.61,9.0
11.0,0.59,0.13,1.9,0.105,26.0,81.0,0.99812,3.13,0.65,9.7
6.9,0.41,0.34,2.2,0.117,10.0,32.0,0.99492,3.31,0.55,10.3
6.3,0.7,0.07,1.5,0.114,50.0,113.0,0.99404,3.73,0.55,10.9
8.2,0.75,0.23,2.0,0.07,10.0,20.0,0.99617,3.3,0.44,10.7
7.3,0.34,0.27,2.2,0.047,18.0,25.0,0.99692,3.55,0.56,9.8
7.8,0.63,0.18,2.1,0.08,9.0,24.0,0.99413,3.36,0.61,12.0
12.3,0.43,0.4,2.8,0.082,16.0,30.0,1.00007,3.12,0.74,9.2
7.3,0.89,0.01,1.9,0.072,5.0,6.0,0.99595,3.46,0.54,10.7
8.0,0.68,0.13,2.0,0.075,17.0,93.0,0.99604,3.29,0.61,9.6
7.9,0.3,0.12,2.3,0.064,16.0,31.0,0.99586,3.3,0.5,12.2
6.4,0.55,0.01,2.4,0.069,11.0,48.0,0.9959,3.51,0.49,9.5
8.1,0.44,0.4,2.2,0.084,4.0,51.0,0.99614,3.31,0.56,10.4
6.4,0.65,0.02,2.2,0.086,6.0,16.0,0.99597,3.77,0.58,11.4
7.8,0.94,0.0,2.2,0.047,2.0,12.0,0.99692,3.39,0.47,12.4
7.6,0.62,0.07,2.4,0.073,10.0,82.0,0.99801,3.37,0.39,9.1
15.3,0.36,0.71,6.3,0.092,7.0,9.0,1.00177,3.01,0.75,9.6
7.6,0.54,0.26,1.7,0.105,8.0,11.0,0.99595,3.35,0.69,11.8
7.6,0.51,0.07,2.6,0.076,11.0,11.0,0.99797,3.33,0.56,9.5
6.6,0.34,0.01,2.4,0.056,66.0,74.0,0.99401,3.4,0.6,10.7
9.1,0.34,0.25,1.5,0.04,6.0,14.0,0.99507,3.43,0.66,12.5
5.9,0.51,0.01,1.8,0.062,10.0,21.0,0.99223,3.54,0.58,10.8
10.6,0.32,0.31,2.4,0.058,16.0,10.0,0.99901,3.39,0.49,9.5
11.8,0.33,0.48,1.4,0.072,6.0,26.0,0.99595,2.92,0.69,11.0
6.2,0.8,0.01,2.9,0.077,3.0,14.0,0.99617,3.44,0.53,9.5
4.8,1.09,0.0,2.3,0.073,36.0,100.0,0.99401,3.54,0.58,9.2
9.2,0.32,0.57,2.4,0.096,15.0,17.0,0.99599,3.28,0.75,13.1
8.7,0.35,0.29,2.2,0.042,35.0,88.0,0.99788,3.22,0.7,10.9
6.4,0.7,0.02,1.5,0.084,21.0,37.0,0.99599,3.34,0.48,9.1
7.9,0.39,0.48,2.6,0.097,14.0,60.0,0.99607,3.43,0.6,13.1
7.9,0.31,0.54,2.4,0.1,32.0,92.0,0.99598,3.32,0.75,11.9
5.3,0.69,0.0,3.9,0.082,25.0,76.0,0.99413,3.67,0.84,12.5
11.6,0.35,0.47,2.3,0.082,9.0,31.0,0.99889,3.04,0.75,9.9
8.2,0.7,0.03,2.4,0.056,6.0,14.0,0.996,3.3,0.51,11.6
7.5,0.3,0.5,1.9,0.079,18.0,54.0,0.99608,3.39,0.59,11.6
8.2,0.48,0.47,2.5,0.089,57.0,112.0,0.99618,3.27,0.88,9.6
5.5,0.51,0.0,1.8,0.076,9.0,10.0,0.99399,3.68,0.44,11.3
9.6,0.64,0.49,8.6,0.081,18.0,52.0,0.99891,3.38,0.51,10.1
11.1,0.63,0.32,3.0,0.085,32.0,81.0,1.00043,3.46,0.73,10.1
9.3,0.41,0.65,2.6,0.085,8.0,64.0,0.99805,3.17,0.78,9.4
8.2,0.59,0.49,2.0,0.069,6.0,14.0,0.99709,3.55,0.62,12.0
8.1,0.5,0.25,2.1,0.051,15.0,38.0,0.99694,3.38,0.56,9.6
8.0,0.64,0.05,2.2,0.078,8.0,17.0,0.99699,3.24,0.61,9.4
10.2,0.97,0.08,2.6,0.071,24.0,30.0,0.99911,3.22,0.54,9.3
9.7,0.35,0.51,2.1,0.079,14.0,25.0,0.99698,3.39,0.59,12.1
11.3,0.33,0.35,2.4,0.066,36.0,66.0,0.99704,3.03,0.78,10.0
8.0,0.67,0.1,2.2,0.078,20.0,68.0,0.99689,3.31,0.56,9.4
8.4,0.89,0.02,1.9,0.065,17.0,57.0,0.99691,3.23,0.56,9.2
8.1,0.65,0.03,1.5,0.107,6.0,34.0,0.99616,3.23,0.69,9.3
8.1,0.43,0.11,2.3,0.071,12.0,15.0,0.99804,3.5,0.72,9.8
6.0,1.08,0.0,1.8,0.084,29.0,72.0,0.99608,3.68,0.49,9.3
10.0,0.18,0.57,1.6,0.07,9.0,18.0,0.99588,3.1,1.34,13.2
6.6,0.91,0.01,2.2,0.076,10.0,53.0,0.99603,3.39,0.44,9.3
6.1,0.59,0.0,2.0,0.094,32.0,61.0,0.9951,3.66,0.69,10.4
6.3,0.65,0.11,1.9,0.084,11.0,34.0,0.99047,3.34,0.7,12.0
8.0,0.39,0.39,2.1,0.066,31.0,108.0,0.99595,3.33,0.67,11.8
6.1,0.78,0.0,2.0,0.372,18.0,36.0,0.99184,3.5,0.53,10.5
7.5,0.8,0.2,2.2,0.088,9.0,36.0,0.99677,3.42,0.71,10.8
7.5,0.66,0.11,1.7,0.073,12.0,60.0,0.99597,3.23,0.58,9.6
8.2,0.66,0.35,2.0,0.075,6.0,37.0,0.99804,3.31,0.58,9.9
8.9,0.57,0.11,2.6,0.06,6.0,17.0,0.99675,3.29,0.44,11.1
10.3,0.23,0.64,1.9,0.098,11.0,32.0,0.99684,3.25,0.61,11.5
10.3,0.59,0.63,2.2,0.167,11.0,87.0,0.99801,3.07,1.02,9.5
6.3,0.5,0.17,3.6,0.08,38.0,51.0,0.99506,3.42,0.6,11.0
9.3,0.41,0.45,2.2,0.067,11.0,31.0,0.99686,3.27,0.61,10.5
10.7,0.3,0.48,14.1,0.06,7.0,33.0,0.99613,3.11,0.9,11.8
5.5,0.35,0.23,2.9,0.072,31.0,136.0,0.99607,3.51,0.43,9.1
7.4,0.49,0.19,3.0,0.103,15.0,72.0,0.99707,3.31,0.81,9.7
12.7,0.25,0.57,2.2,0.083,26.0,50.0,0.99693,3.12,0.88,10.3
7.9,0.28,0.3,1.8,0.085,13.0,15.0,0.99612,3.21,0.75,9.4
7.5,0.62,0.24,4.0,0.08,20.0,48.0,0.99697,3.4,0.59,9.5
8.5,0.57,0.17,1.6,0.109,15.0,31.0,0.99594,3.13,0.89,10.3
7.2,0.63,0.03,3.9,0.101,13.0,25.0,0.9941,3.13,0.49,10.9
7.5,0.33,0.29,2.5,0.082,4.0,14.0,0.99491,3.37,0.75,12.0
7.0,0.47,0.0,2.2,0.064,28.0,25.0,0.99515,3.29,0.49,9.5
10.1,0.35,0.49,2.1,0.06,10.0,42.0,0.99597,3.27,0.54,11.4
9.0,0.38,0.42,2.1,0.08,2.0,6.0,0.99696,3.42,0.56,10.8
8.4,0.62,0.01,1.8,0.068,17.0,113.0,0.9969,3.13,0.6,9.6
8.1,0.36,0.49,2.7,0.068,19.0,91.0,0.99795,3.32,0.59,10.4
6.5,0.64,0.0,2.7,0.07,34.0,90.0,0.99498,3.56,0.72,12.8
7.0,0.5,0.19,1.9,0.122,15.0,10.0,0.99595,3.38,0.68,9.9
9.6,0.67,0.32,2.1,0.081,11.0,24.0,0.99802,3.32,0.84,11.0
7.1,0.68,0.01,2.5,0.069,7.0,27.0,0.99382,3.15,0.52,11.4
7.5,0.3,0.23,2.4,0.081,16.0,63.0,0.99613,3.25,0.62,9.3
7.8,0.71,0.25,4.4,0.078,35.0,89.0,0.99909,3.38,0.68,10.1
7.7,0.57,0.4,2.2,0.065,42.0,94.0,0.99605,3.48,0.55,10.1
8.4,0.26,0.43,2.3,0.072,5.0,38.0,0.99614,3.39,0.61,10.4
8.4,0.46,0.13,3.9,0.066,5.0,32.0,0.99693,3.22,0.43,11.0
6.5,0.59,0.19,2.5,0.08,5.0,15.0,0.99589,3.39,0.6,10.9
10.0,0.3,0.71,3.2,0.088,30.0,285.0,0.99608,3.03,0.49,10.5
8.6,0.5,0.23,1.4,0.081,26.0,36.0,0.99611,3.15,0.71,9.4
7.0,0.41,0.14,2.4,0.053,11.0,31.0,0.99407,3.57,0.49,12.2
6.8,0.97,0.04,1.8,0.108,15.0,54.0,0.99593,3.3,0.64,9.5
12.1,0.27,0.71,2.4,0.092,21.0,42.0,0.99909,2.89,0.66,9.1
6.5,0.54,0.12,2.6,0.081,11.0,44.0,0.99595,3.52,0.7,10.9
6.9,0.43,0.09,2.0,0.078,23.0,48.0,0.99589,3.41,0.58,9.6
5.9,0.48,0.1,1.8,0.074,20.0,68.0,0.99144,3.54,0.74,11.1
7.0,0.77,0.03,1.3,0.054,9.0,14.0,0.99402,3.47,0.66,11.0
10.2,0.71,0.49,2.6,0.056,16.0,99.0,0.99799,3.39,0.64,11.8
10.3,0.52,0.04,1.9,0.088,6.0,13.0,0.99688,3.35,0.89,10.9
8.1,0.39,0.46,2.6,0.095,18.0,156.0,0.99605,2.98,0.63,9.2
6.3,0.41,0.02,1.7,0.078,10.0,22.0,0.99584,3.41,0.59,9.7
5.5,0.26,0.23,2.4,0.158,22.0,76.0,0.99407,3.42,1.33,9.6
8.7,0.96,0.16,6.1,0.075,15.0,54.0,0.99601,3.12,0.45,11.4
9.8,0.53,0.49,2.2,0.119,12.0,41.0,0.99715,3.23,0.65,10.9
