age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,education,workclass,native-country,race
36,184756,9,0,0,55,Never-married,Not-in-family,Male,Farming-fishing,Some-college,Private,United-States,Black
28,179536,9,0,0,36,Never-married,Unmarried,Female,Handlers-cleaners,Some-college,Private,United-States,White
50,149290,12,0,0,40,Married-civ-spouse,Husband,Male,Sales,Masters,Federal-gov,United-States,White
27,299151,3,0,0,40,Never-married,Not-in-family,Female,Sales,HS-grad,Private,United-States,White
62,182130,13,0,1904,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Self-emp-not-inc,United-States,White
38,347190,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,State-gov,United-States,White
53,212450,9,0,0,40,Divorced,Not-in-family,Male,Prof-specialty,7th-8th,Self-emp-not-inc,Vietnam,Asian-Pac-Islander
21,207768,10,0,0,40,Never-married,Not-in-family,Female,Exec-managerial,Some-college,Private,Germany,White
37,246198,9,0,0,45,Married-civ-spouse,Wife,Female,Other-service,Some-college,Private,Taiwan,White
45,46294,12,4160,0,40,Never-married,Not-in-family,Male,Prof-specialty,HS-grad,Private,United-States,White
46,115800,10,0,0,20,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Private,United-States,White
26,230035,10,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Assoc-voc,Private,United-States,Black
42,124096,15,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,10th,Self-emp-inc,United-States,White
34,90515,10,0,0,48,Separated,Unmarried,Female,Tech-support,5th-6th,Private,United-States,White
38,275875,3,0,1882,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
36,159921,10,0,0,40,Divorced,Not-in-family,Male,Adm-clerical,HS-grad,Private,United-States,White
31,181681,10,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Assoc-acdm,Private,United-States,White
50,101371,13,0,0,50,Married-civ-spouse,Husband,Male,Other-service,Masters,Self-emp-not-inc,United-States,White
53,376114,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Private,United-States,White
58,83350,9,9699,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
33,135723,10,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Some-college,Private,United-States,White
20,115671,13,7128,0,40,Never-married,Not-in-family,Female,Adm-clerical,11th,Private,United-States,White
42,258868,10,0,0,40,Divorced,Not-in-family,Female,Craft-repair,Masters,Private,United-States,White
40,231829,13,0,0,60,Divorced,Not-in-family,Male,Adm-clerical,Some-college,Private,United-States,White
34,384533,13,0,0,40,Never-married,Not-in-family,Female,Other-service,Some-college,Local-gov,United-States,White
36,189199,9,0,0,45,Married-civ-spouse,Husband,Male,Handlers-cleaners,HS-grad,Private,United-States,White
41,424525,9,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,Masters,Private,United-States,White
59,109251,15,0,0,71,Divorced,Not-in-family,Male,Craft-repair,5th-6th,Local-gov,United-States,White
22,219886,3,0,0,35,Never-married,Not-in-family,Female,Prof-specialty,HS-grad,Private,United-States,Black
45,287944,13,4396,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,HS-grad,Private,United-States,White
31,209644,5,0,0,40,Never-married,Unmarried,Female,Prof-specialty,Bachelors,Private,United-States,White
49,108282,10,0,0,40,Divorced,Unmarried,Female,Exec-managerial,HS-grad,Federal-gov,United-States,White
32,234165,10,0,0,40,Divorced,Not-in-family,Female,Other-service,HS-grad,Private,United-States,White
32,179574,13,0,0,40,Married-civ-spouse,Husband,Male,Other-service,5th-6th,Private,United-States,White
33,194720,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
23,133159,9,0,0,49,Never-married,Not-in-family,Male,Adm-clerical,HS-grad,Private,United-States,White
22,209870,9,0,0,40,Never-married,Not-in-family,Male,Other-service,Some-college,Private,United-States,White
37,341754,10,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,Bachelors,Private,United-States,White
19,300544,13,0,0,12,Divorced,Unmarried,Female,Adm-clerical,Some-college,Private,United-States,Black
46,118798,9,0,0,49,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
34,287020,14,0,0,40,Never-married,Not-in-family,Female,Prof-specialty,Bachelors,Private,United-States,White
26,114503,9,0,0,36,Divorced,Not-in-family,Female,Other-service,Bachelors,Private,United-States,White
29,105005,9,0,0,68,Married-civ-spouse,Husband,Male,Other-service,Some-college,Private,United-States,White
33,290617,5,0,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,Self-emp-not-inc,United-States,White
23,235072,10,3091,0,54,Divorced,Unmarried,Female,Prof-specialty,10th,Private,United-States,White
23,215635,10,4669,0,45,Never-married,Not-in-family,Male,Other-service,HS-grad,Private,United-States,White
59,245623,9,0,0,40,Married-civ-spouse,Wife,Female,Other-service,Some-college,Private,United-States,White
58,189649,10,6916,0,40,Married-civ-spouse,Husband,Male,Sales,HS-grad,Local-gov,United-States,White
42,388560,9,0,0,40,Married-civ-spouse,Husband,Male,Other-service,HS-grad,Private,United-States,White
47,217217,9,0,0,29,Married-civ-spouse,Husband,Male,Adm-clerical,Bachelors,Private,United-States,White
21,198858,9,0,0,40,Never-married,Not-in-family,Female,Other-service,Some-college,Private,United-States,White
39,40495,10,0,0,48,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,China,Asian-Pac-Islander
36,168902,9,0,0,40,Divorced,Unmarried,Female,Sales,Some-college,Private,United-States,White
40,149311,9,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Some-college,Private,United-States,Black
37,89126,9,0,0,40,Separated,Other-relative,Female,Adm-clerical,Some-college,Private,United-States,White
26,178802,9,0,0,45,Divorced,Not-in-family,Female,Adm-clerical,Some-college,Private,United-States,White
53,283582,8,0,0,20,Married-civ-spouse,Husband,Male,Machine-op-inspct,Some-college,Local-gov,United-States,Black
41,160009,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
45,218891,9,0,0,29,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
18,116000,10,0,0,13,Never-married,Other-relative,Male,Sales,Some-college,Private,United-States,White
36,145430,9,0,0,71,Married-civ-spouse,Husband,Male,Sales,Prof-school,Private,United-States,White
35,345992,10,0,0,40,Never-married,Not-in-family,Female,Prof-specialty,Prof-school,Private,United-States,White
32,162476,13,0,0,40,Divorced,Not-in-family,Male,Transport-moving,HS-grad,State-gov,United-States,White
26,82473,7,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
61,194295,9,0,0,40,Married-civ-spouse,Husband,Male,Protective-serv,Assoc-acdm,Local-gov,United-States,White
17,193519,9,0,0,52,Never-married,Other-relative,Male,Transport-moving,10th,Private,United-States,White
26,253561,11,0,0,35,Never-married,Not-in-family,Female,Sales,Bachelors,Private,Columbia,White
53,310245,12,0,0,40,Married-spouse-absent,Unmarried,Female,Prof-specialty,Masters,Private,Philippines,Asian-Pac-Islander
33,126001,15,0,0,40,Never-married,Not-in-family,Male,Other-service,Some-college,Private,United-States,White
20,226285,9,0,0,45,Never-married,Own-child,Male,Farming-fishing,Some-college,Private,United-States,White
29,197639,13,0,0,60,Married-civ-spouse,Wife,Female,Transport-moving,Bachelors,Self-emp-not-inc,United-States,White
17,147377,10,0,0,30,Never-married,Own-child,Male,Exec-managerial,HS-grad,Private,United-States,White
30,165977,9,0,0,66,Married-civ-spouse,Husband,Male,Machine-op-inspct,Masters,Private,United-States,White
41,348706,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Private,United-States,White
25,158455,14,0,0,55,Divorced,Not-in-family,Male,Other-service,Assoc-voc,Private,United-States,White
23,137082,11,0,0,37,Never-married,Not-in-family,Male,Exec-managerial,Assoc-voc,Private,United-States,White
42,181746,11,0,0,35,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Federal-gov,United-States,White
49,187650,10,0,0,52,Married-civ-spouse,Husband,Male,Machine-op-inspct,Some-college,Private,United-States,White
29,288750,9,0,0,40,Married-civ-spouse,Husband,Male,Tech-support,HS-grad,Local-gov,United-States,White
39,352624,9,0,0,20,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
50,119475,9,0,0,48,Divorced,Not-in-family,Female,Adm-clerical,Masters,Local-gov,United-States,White
54,308376,8,0,0,45,Married-civ-spouse,Husband,Male,Handlers-cleaners,HS-grad,Private,United-States,White
64,470912,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Bachelors,Private,United-States,White
48,51394,13,0,0,94,Never-married,Not-in-family,Male,Other-service,HS-grad,Private,United-States,White
20,305889,5,0,0,40,Never-married,Own-child,Female,Other-service,Bachelors,Private,United-States,White
58,124565,13,0,0,45,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Local-gov,United-States,White
38,39870,9,0,0,34,Separated,Unmarried,Female,Adm-clerical,Masters,Private,United-States,White
21,188798,9,0,0,35,Never-married,Not-in-family,Male,Sales,Some-college,Private,United-States,White
26,246581,10,0,0,40,Divorced,Unmarried,Female,Sales,Bachelors,Private,United-States,White
41,85972,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
55,180355,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
42,227001,9,0,1587,48,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
20,57274,10,0,0,40,Never-married,Own-child,Male,Craft-repair,HS-grad,Private,United-States,White
51,102813,9,0,1745,40,Never-married,Not-in-family,Female,Adm-clerical,HS-grad,Private,United-States,White
39,184583,9,0,0,49,Divorced,Unmarried,Female,Other-service,HS-grad,Private,United-States,White
56,195350,9,0,1892,31,Divorced,Unmarried,Female,Adm-clerical,HS-grad,Self-emp-not-inc,United-States,White
38,124621,12,0,0,40,Married-civ-spouse,Husband,Male,Sales,Assoc-voc,Private,United-States,White
37,376489,9,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Some-college,Private,United-States,White
41,105008,9,0,0,40,Never-married,Other-relative,Female,Adm-clerical,12th,Private,United-States,White
75,98536,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Private,United-States,White
26,182649,13,0,0,40,Married-civ-spouse,Other-relative,Male,Machine-op-inspct,HS-grad,Private,United-States,White
51,142124,10,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Private,United-States,White
52,273276,9,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,HS-grad,Private,United-States,White
52,202183,11,14270,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Assoc-voc,Private,United-States,White
42,120247,7,7276,0,11,Never-married,Own-child,Male,Sales,HS-grad,Local-gov,Philippines,Asian-Pac-Islander
37,160149,10,4725,0,45,Divorced,Unmarried,Female,Adm-clerical,Some-college,Private,United-States,White
32,13769,7,0,0,40,Divorced,Not-in-family,Male,Sales,HS-grad,Private,United-States,Black
35,186838,13,0,0,40,Never-married,Not-in-family,Male,Prof-specialty,Some-college,Private,Mexico,White
50,239035,10,0,0,66,Married-spouse-absent,Not-in-family,Male,Prof-specialty,Masters,Self-emp-inc,United-States,White
57,195039,10,0,0,33,Married-civ-spouse,Husband,Male,Handlers-cleaners,HS-grad,Private,United-States,White
37,268758,3,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,Some-college,Private,United-States,White
17,303243,9,0,0,40,Never-married,Not-in-family,Male,Sales,HS-grad,Private,United-States,White
47,222172,14,15010,0,47,Married-civ-spouse,Husband,Male,Prof-specialty,Assoc-voc,Private,United-States,White
47,182792,9,0,0,60,Married-civ-spouse,Husband,Male,Machine-op-inspct,HS-grad,Private,United-States,White
64,346145,10,0,0,40,Widowed,Not-in-family,Male,Craft-repair,7th-8th,Private,United-States,White
32,174061,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,10th,Private,United-States,White
24,157789,14,0,0,40,Never-married,Own-child,Male,Exec-managerial,10th,Private,England,White
21,223437,10,0,0,20,Never-married,Own-child,Male,Prof-specialty,Bachelors,Private,United-States,White
45,226981,9,0,0,37,Married-civ-spouse,Husband,Male,Prof-specialty,Prof-school,State-gov,United-States,White
28,137157,5,0,0,53,Divorced,Unmarried,Female,Other-service,Some-college,Private,United-States,White
27,119439,5,0,0,50,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Private,United-States,White
17,275051,15,0,1921,53,Never-married,Not-in-family,Female,Other-service,Some-college,Private,United-States,White
31,374252,12,0,0,20,Married-civ-spouse,Husband,Male,Machine-op-inspct,Some-college,Private,United-States,White
18,163070,9,0,0,40,Never-married,Own-child,Female,Prof-specialty,Some-college,Private,United-States,White
24,109220,14,0,0,33,Married-civ-spouse,Wife,Female,Prof-specialty,12th,Private,United-States,White
38,14275,15,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
37,210126,11,0,0,40,Married-civ-spouse,Wife,Female,Adm-clerical,Masters,Self-emp-inc,United-States,White
44,351862,9,0,0,40,Divorced,Not-in-family,Female,Prof-specialty,Bachelors,Private,United-States,White
21,191811,9,0,0,27,Never-married,Not-in-family,Female,Sales,10th,Private,United-States,White
45,469610,15,0,0,50,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
28,277481,13,0,0,47,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Private,Canada,White
67,135945,8,0,0,46,Never-married,Other-relative,Female,Adm-clerical,HS-grad,Private,United-States,White
40,264876,9,0,0,40,Divorced,Not-in-family,Male,Farming-fishing,HS-grad,Private,El-Salvador,Black
26,247709,11,0,0,29,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Private,United-States,White
56,226289,9,2916,0,28,Never-married,Own-child,Female,Prof-specialty,Masters,Private,United-States,White
36,251532,10,0,0,51,Married-civ-spouse,Husband,Male,Sales,11th,Local-gov,United-States,White
35,188935,10,0,0,37,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Self-emp-inc,United-States,White
36,88414,8,0,0,7,Divorced,Not-in-family,Female,Prof-specialty,HS-grad,Private,United-States,White
50,121082,9,0,0,12,Married-civ-spouse,Husband,Male,Other-service,1st-4th,Self-emp-not-inc,United-States,White
22,205377,9,0,0,60,Never-married,Not-in-family,Female,Adm-clerical,HS-grad,Private,Trinadad&Tobago,White
40,149096,13,0,0,40,Married-civ-spouse,Husband,Male,Sales,HS-grad,State-gov,United-States,White
41,137074,9,0,0,29,Never-married,Not-in-family,Male,Adm-clerical,Some-college,Private,United-States,White
40,195723,13,2419,0,53,Divorced,Not-in-family,Female,Adm-clerical,HS-grad,Private,United-States,White
42,194442,9,0,0,40,Divorced,Unmarried,Male,Exec-managerial,Masters,Private,United-States,White
34,211079,5,0,0,40,Never-married,Own-child,Male,Adm-clerical,HS-grad,Private,United-States,Black
23,126242,10,0,0,37,Never-married,Own-child,Male,Craft-repair,11th,Private,United-States,White
34,90768,5,0,0,40,Never-married,Not-in-family,Female,Exec-managerial,Some-college,Private,United-States,White
25,167892,10,0,0,40,Never-married,Not-in-family,Male,Adm-clerical,11th,Private,United-States,White
69,57322,12,14820,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Local-gov,United-States,White
29,380771,13,5377,465,13,Married-civ-spouse,Husband,Male,Adm-clerical,Bachelors,Private,United-States,White
65,123325,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Self-emp-not-inc,United-States,Black
50,123957,9,0,1743,53,Married-civ-spouse,Husband,Male,Tech-support,Bachelors,Private,United-States,White
28,105885,9,0,0,40,Divorced,Not-in-family,Female,Prof-specialty,Masters,Self-emp-not-inc,United-States,White
56,139996,9,0,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,7th-8th,Self-emp-not-inc,Germany,White
25,153109,15,0,0,40,Never-married,Own-child,Female,Sales,HS-grad,Private,United-States,White
29,104942,8,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Private,United-States,White
62,260787,9,2018,0,60,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Self-emp-not-inc,United-States,White
65,297203,9,0,0,53,Married-civ-spouse,Wife,Female,Other-service,Some-college,Self-emp-not-inc,Japan,White
29,445232,12,0,0,40,Divorced,Not-in-family,Female,Adm-clerical,Preschool,Private,United-States,White
53,203311,9,0,0,40,Never-married,Own-child,Male,Adm-clerical,Bachelors,Self-emp-inc,United-States,White
40,82801,7,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Masters,Private,United-States,Black
69,191085,10,0,0,53,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
47,281515,10,0,0,46,Divorced,Not-in-family,Male,Prof-specialty,HS-grad,Private,United-States,White
58,83499,11,0,0,60,Married-civ-spouse,Husband,Male,Handlers-cleaners,7th-8th,Private,United-States,White
38,90980,10,0,0,27,Never-married,Own-child,Female,Sales,HS-grad,Federal-gov,United-States,White
35,207116,10,0,0,45,Married-civ-spouse,Husband,Male,Transport-moving,HS-grad,Private,United-States,White
21,236561,9,4819,0,50,Never-married,Not-in-family,Female,Tech-support,HS-grad,Private,Puerto-Rico,White
35,43257,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,10th,Private,United-States,Black
37,44649,13,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
18,45864,3,0,0,11,Never-married,Own-child,Male,Farming-fishing,HS-grad,Private,United-States,White
56,278320,10,0,0,40,Divorced,Not-in-family,Female,Tech-support,7th-8th,Private,United-States,White
46,125079,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
27,193937,10,0,774,60,Divorced,Unmarried,Female,Sales,HS-grad,Private,United-States,Black
51,192467,7,0,0,40,Never-married,Own-child,Male,Prof-specialty,10th,Private,United-States,White
41,131084,9,0,0,40,Divorced,Not-in-family,Male,Exec-managerial,HS-grad,Private,United-States,White
40,203291,9,0,0,52,Married-civ-spouse,Husband,Male,Adm-clerical,Bachelors,Private,United-States,White
20,14347,10,0,0,40,Never-married,Not-in-family,Female,Handlers-cleaners,HS-grad,Private,United-States,White
42,36375,14,0,0,23,Married-civ-spouse,Husband,Male,Craft-repair,Prof-school,Private,United-States,White
45,271360,9,0,0,45,Never-married,Own-child,Male,Craft-repair,HS-grad,Private,United-States,White
20,196296,10,0,0,37,Never-married,Own-child,Female,Sales,HS-grad,Private,Mexico,White
31,276089,10,9944,0,60,Never-married,Not-in-family,Female,Other-service,HS-grad,Private,United-States,White
39,225637,10,0,0,60,Divorced,Unmarried,Female,Exec-managerial,Assoc-acdm,Private,United-States,White
17,114660,13,0,0,72,Never-married,Own-child,Male,Craft-repair,HS-grad,Private,United-States,White
35,282707,13,0,0,60,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
60,168910,13,0,0,45,Married-civ-spouse,Husband,Male,Protective-serv,HS-grad,Private,United-States,White
47,187532,13,4476,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,1st-4th,Self-emp-inc,United-States,White
50,13769,13,0,0,55,Married-civ-spouse,Husband,Male,Protective-serv,Some-college,Self-emp-not-inc,United-States,White
25,279073,3,0,0,40,Married-civ-spouse,Wife,Female,Sales,Masters,Private,United-States,White
41,194711,13,1913,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,HS-grad,Private,United-States,White
21,168636,10,0,0,72,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
24,258493,10,0,0,46,Never-married,Not-in-family,Male,Prof-specialty,Bachelors,Private,United-States,Black
77,154334,2,0,0,40,Widowed,Unmarried,Female,Farming-fishing,Bachelors,Private,United-States,White
50,52954,14,0,0,75,Married-civ-spouse,Wife,Female,Other-service,Some-college,Local-gov,United-States,White
31,331977,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,HS-grad,Private,United-States,Black
43,158150,15,0,0,51,Married-civ-spouse,Husband,Male,Adm-clerical,Assoc-acdm,Private,United-States,White
64,108594,10,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,HS-grad,Self-emp-not-inc,United-States,White
66,19702,14,0,0,45,Married-civ-spouse,Husband,Male,Other-service,Bachelors,Private,United-States,White
84,173071,10,0,0,25,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
44,145116,9,0,0,27,Married-civ-spouse,Husband,Male,Farming-fishing,Doctorate,Private,United-States,Asian-Pac-Islander
24,63842,10,0,0,40,Never-married,Own-child,Male,Craft-repair,Some-college,Private,China,White
54,170037,11,0,0,40,Married-civ-spouse,Wife,Female,Other-service,Assoc-voc,Private,United-States,White
24,138612,15,0,0,17,Never-married,Own-child,Female,Farming-fishing,Some-college,Private,United-States,White
21,192725,9,0,0,25,Never-married,Not-in-family,Female,Adm-clerical,11th,Private,United-States,White
36,199247,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,HS-grad,Private,United-States,White
47,156789,9,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Self-emp-not-inc,United-States,White
51,353759,13,0,0,40,Married-civ-spouse,Husband,Male,Other-service,HS-grad,Private,United-States,White
52,524275,13,0,0,40,Divorced,Not-in-family,Female,Farming-fishing,HS-grad,Self-emp-not-inc,Trinadad&Tobago,Asian-Pac-Islander
40,290648,13,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,9th,Private,Cuba,White
47,208283,9,0,0,73,Separated,Unmarried,Female,Prof-specialty,HS-grad,Private,United-States,White
50,102769,10,0,0,53,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
36,189867,15,0,0,60,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,State-gov,United-States,White
54,187463,9,0,2006,51,Married-civ-spouse,Husband,Male,Adm-clerical,Some-college,Self-emp-not-inc,Portugal,White
35,402152,13,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
39,236418,6,0,0,54,Married-civ-spouse,Husband,Male,Sales,Preschool,Private,United-States,White
41,303770,10,0,0,28,Married-civ-spouse,Husband,Male,Adm-clerical,Some-college,Private,United-States,White
57,190445,10,0,0,50,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
18,363347,10,0,0,40,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
36,355159,10,0,0,35,Divorced,Not-in-family,Male,Prof-specialty,10th,Private,United-States,White
17,296844,10,0,0,60,Never-married,Own-child,Female,Other-service,Some-college,Private,United-States,White
27,138007,9,0,1588,52,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Private,United-States,White
37,183762,10,0,0,50,Married-civ-spouse,Husband,Male,Craft-repair,Assoc-acdm,Private,United-States,White
40,49679,9,0,0,60,Divorced,Own-child,Male,Prof-specialty,Bachelors,Private,United-States,White
26,272507,9,0,0,38,Never-married,Own-child,Male,Armed-Forces,Assoc-voc,Private,United-States,White
23,155190,9,0,0,45,Never-married,Not-in-family,Female,Other-service,Some-college,Private,United-States,White
22,107599,10,0,0,40,Never-married,Not-in-family,Male,Sales,HS-grad,Private,United-States,White
49,32409,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Local-gov,United-States,Black
31,97036,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
31,202021,10,0,0,35,Married-civ-spouse,Husband,Male,Machine-op-inspct,Assoc-voc,Private,United-States,White
51,153905,13,0,0,28,Widowed,Own-child,Female,Other-service,HS-grad,Federal-gov,United-States,White
45,131270,10,2201,0,60,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Private,United-States,White
27,122586,11,0,0,40,Never-married,Not-in-family,Female,Sales,HS-grad,Private,United-States,White
29,210152,10,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Masters,Federal-gov,United-States,White
54,123406,10,0,0,47,Married-civ-spouse,Wife,Female,Other-service,Masters,Private,United-States,White
25,276363,11,0,0,40,Never-married,Own-child,Female,Other-service,HS-grad,Self-emp-inc,United-States,White
19,350065,15,0,0,52,Never-married,Own-child,Male,Tech-support,HS-grad,Private,United-States,White
40,204077,9,0,0,50,Never-married,Not-in-family,Male,Other-service,Assoc-acdm,Self-emp-inc,United-States,Amer-Indian-Eskimo
41,356637,9,0,0,40,Married-civ-spouse,Husband,Male,Other-service,Assoc-voc,Self-emp-not-inc,United-States,White
45,126932,9,0,0,47,Divorced,Unmarried,Male,Transport-moving,Bachelors,Private,United-States,White
29,230934,9,1938,0,40,Never-married,Not-in-family,Male,Prof-specialty,Some-college,Self-emp-not-inc,United-States,Asian-Pac-Islander
37,35088,13,0,0,47,Married-civ-spouse,Husband,Male,Sales,Masters,Private,United-States,White
33,186643,13,0,1878,40,Never-married,Not-in-family,Female,Other-service,Bachelors,Private,Canada,White
23,189855,10,0,0,40,Never-married,Unmarried,Female,Adm-clerical,10th,Private,United-States,White
49,202833,9,0,0,54,Divorced,Not-in-family,Female,Tech-support,Some-college,Private,United-States,White
19,185137,9,0,0,20,Never-married,Own-child,Male,Exec-managerial,10th,Private,United-States,White
33,248427,9,0,0,9,Married-civ-spouse,Husband,Male,Exec-managerial,Prof-school,State-gov,Puerto-Rico,White
54,137820,13,0,0,45,Married-civ-spouse,Wife,Female,Adm-clerical,HS-grad,Self-emp-not-inc,United-States,White
32,377558,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Private,United-States,White
45,87360,9,0,0,40,Never-married,Not-in-family,Female,Sales,9th,Local-gov,Hungary,White
32,331641,9,0,1891,40,Never-married,Not-in-family,Male,Sales,HS-grad,Private,United-States,White
21,226343,10,0,0,40,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,State-gov,United-States,White
35,132089,10,0,0,20,Married-civ-spouse,Husband,Male,Protective-serv,HS-grad,State-gov,Mexico,White
60,184898,10,0,2039,40,Married-civ-spouse,Wife,Female,Tech-support,HS-grad,Self-emp-inc,United-States,White
48,150149,9,0,0,40,Divorced,Not-in-family,Female,Other-service,Some-college,Local-gov,United-States,White
53,126592,13,0,0,40,Widowed,Unmarried,Male,Exec-managerial,10th,Private,United-States,White
28,205934,13,0,0,48,Never-married,Own-child,Male,Adm-clerical,HS-grad,Private,United-States,White
21,239566,9,0,0,5,Never-married,Unmarried,Female,Prof-specialty,Bachelors,Private,United-States,White
53,167530,14,0,0,79,Married-civ-spouse,Husband,Male,Craft-repair,Assoc-acdm,Private,South,White
25,103262,9,0,0,40,Married-civ-spouse,Wife,Female,Tech-support,Bachelors,Private,United-States,White
56,117527,9,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,9th,Local-gov,United-States,White
46,127297,9,0,0,44,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Local-gov,United-States,White
19,24948,13,0,0,37,Married-civ-spouse,Husband,Male,Sales,HS-grad,Private,United-States,Black
35,217614,9,0,0,40,Married-civ-spouse,Wife,Female,Craft-repair,Bachelors,Self-emp-not-inc,United-States,White
26,120264,10,0,0,47,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Private,United-States,Black
26,63385,10,3882,0,40,Married-civ-spouse,Husband,Male,Sales,HS-grad,Self-emp-inc,United-States,White
19,95134,15,0,0,60,Married-civ-spouse,Wife,Female,Exec-managerial,12th,Private,United-States,White
40,104429,10,0,0,40,Separated,Unmarried,Female,Sales,Some-college,Private,United-States,White
38,197093,9,0,0,45,Married-civ-spouse,Husband,Male,Machine-op-inspct,Prof-school,Private,United-States,White
50,101426,13,0,0,40,Married-civ-spouse,Wife,Female,Adm-clerical,HS-grad,Private,United-States,White
