age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,marital-status,relationship,sex,occupation,education,workclass,native-country,race
54,210430,9,0,0,44,Divorced,Unmarried,Male,Craft-repair,Some-college,Private,United-States,White
22,301059,13,1,0,20,Never-married,Own-child,Male,Exec-managerial,Some-college,Private,United-States,White
30,173881,4,4,0,29,Never-married,Not-in-family,Female,Exec-managerial,Assoc-acdm,Private,United-States,Black
39,190466,13,0,0,31,Never-married,Not-in-family,Male,Craft-repair,Bachelors,Self-emp-not-inc,India,White
41,142970,9,5,0,40,Divorced,Own-child,Female,Exec-managerial,HS-grad,Private,United-States,White
53,200120,13,0,0,55,Divorced,Unmarried,Female,Sales,Bachelors,Self-emp-not-inc,United-States,White
17,34151,9,0,0,40,Never-married,Own-child,Female,Machine-op-inspct,Bachelors,Private,United-States,White
86,191618,13,0,0,40,Never-married,Not-in-family,Female,Other-service,Assoc-voc,Private,United-States,Black
32,182373,6,8,0,20,Never-married,Own-child,Male,Adm-clerical,Some-college,Private,United-States,White
33,163163,5,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Private,United-States,White
33,225558,10,8,0,35,Married-civ-spouse,Husband,Male,Exec-managerial,7th-8th,Self-emp-inc,United-States,White
52,97978,9,0,0,18,Divorced,Unmarried,Male,Prof-specialty,Some-college,Private,United-States,White
53,166894,7,5,0,31,Married-civ-spouse,Husband,Male,Farming-fishing,Some-college,Private,United-States,White
47,157564,13,0,0,50,Married-civ-spouse,Husband,Male,Handlers-cleaners,Some-college,Private,United-States,Black
40,120740,10,0,0,25,Married-civ-spouse,Husband,Male,Farming-fishing,Masters,Private,United-States,White
30,184668,10,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,HS-grad,Private,United-States,White
56,144069,9,3,0,49,Divorced,Not-in-family,Male,Exec-managerial,9th,Self-emp-not-inc,United-States,White
37,23267,10,6,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,Assoc-voc,Self-emp-not-inc,United-States,White
39,90284,9,5,0,40,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,Honduras,White
37,298192,4,8,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,HS-grad,Private,United-States,White
55,188901,9,3,0,40,Divorced,Not-in-family,Female,Prof-specialty,Some-college,Self-emp-not-inc,United-States,White
38,67211,8,5,0,28,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Local-gov,United-States,Black
18,104602,13,3,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,11th,Private,United-States,White
43,157634,13,2,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Self-emp-inc,United-States,White
43,44551,13,1,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Some-college,Private,United-States,White
23,177459,9,3343,0,56,Never-married,Not-in-family,Female,Adm-clerical,Some-college,Private,United-States,White
35,121345,12,3,0,51,Separated,Not-in-family,Female,Adm-clerical,Masters,Private,United-States,White
24,189307,10,7,0,61,Never-married,Not-in-family,Male,Craft-repair,Some-college,Private,United-States,White
32,99034,9,14,0,40,Married-civ-spouse,Husband,Male,Other-service,Some-college,Private,United-States,Black
54,56192,9,0,0,40,Widowed,Not-in-family,Male,Adm-clerical,Some-college,Self-emp-inc,United-States,White
54,150643,14,5,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Masters,Private,United-States,White
33,53362,9,8,0,40,Never-married,Own-child,Female,Prof-specialty,Some-college,Private,United-States,White
22,130057,13,2,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
27,53322,9,10,0,43,Married-civ-spouse,Husband,Male,Other-service,Bachelors,Private,United-States,White
27,271227,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
44,234480,9,0,0,12,Married-civ-spouse,Husband,Male,Handlers-cleaners,HS-grad,Private,United-States,White
33,334411,10,11,0,29,Divorced,Unmarried,Female,Adm-clerical,HS-grad,Private,United-States,White
46,255890,14,12,0,40,Divorced,Not-in-family,Female,Adm-clerical,Assoc-acdm,Private,United-States,White
53,191801,10,3,0,56,Married-civ-spouse,Husband,Male,Exec-managerial,Masters,Private,United-States,White
26,439244,14,7,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Masters,Private,United-States,White
53,207251,13,4,0,34,Married-civ-spouse,Husband,Male,Other-service,HS-grad,Federal-gov,Guatemala,Asian-Pac-Islander
42,170778,10,1,0,40,Never-married,Own-child,Female,Exec-managerial,Some-college,Local-gov,United-States,White
39,344115,13,13,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Private,United-States,White
36,194798,9,4,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Some-college,Private,United-States,White
26,150909,4,0,0,40,Never-married,Not-in-family,Female,Exec-managerial,HS-grad,Private,United-States,Asian-Pac-Islander
48,274955,10,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Bachelors,Private,United-States,White
30,183454,13,1,0,58,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Private,United-States,White
41,264040,9,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,Assoc-voc,Private,United-States,Black
17,239681,9,1,0,40,Never-married,Not-in-family,Male,Machine-op-inspct,HS-grad,Private,United-States,White
51,194509,10,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Masters,Private,United-States,White
17,314164,12,5,0,40,Never-married,Not-in-family,Female,Transport-moving,5th-6th,Private,United-States,White
33,265273,14,4,0,60,Never-married,Not-in-family,Male,Other-service,HS-grad,Private,United-States,Black
45,183291,10,4,0,49,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Private,United-States,Black
36,167270,12,0,0,31,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Private,United-States,White
26,192928,9,8,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,Some-college,Private,United-States,White
46,105957,8,2,0,50,Married-civ-spouse,Husband,Male,Handlers-cleaners,Some-college,Private,United-States,White
40,132664,9,0,0,38,Married-civ-spouse,Husband,Male,Other-service,Assoc-voc,Private,United-States,White
37,198327,9,0,0,40,Never-married,Unmarried,Female,Machine-op-inspct,HS-grad,Federal-gov,United-States,White
70,118932,12,0,0,43,Married-civ-spouse,Husband,Male,Craft-repair,9th,Private,United-States,White
49,75265,13,0,0,40,Divorced,Not-in-family,Male,Machine-op-inspct,11th,Private,United-States,Other
37,315537,13,0,0,61,Married-civ-spouse,Wife,Female,Adm-clerical,Assoc-acdm,Private,United-States,Black
25,51224,13,0,0,78,Married-civ-spouse,Husband,Male,Tech-support,HS-grad,Private,United-States,White
22,247696,13,0,0,51,Never-married,Not-in-family,Male,Handlers-cleaners,HS-grad,Private,United-States,White
19,189298,9,0,0,40,Never-married,Own-child,Male,Exec-managerial,Assoc-acdm,Private,United-States,White
21,134138,9,0,0,35,Never-married,Not-in-family,Male,Adm-clerical,HS-grad,Private,United-States,White
39,158013,12,1,0,48,Married-civ-spouse,Wife,Female,Machine-op-inspct,HS-grad,Private,United-States,Other
40,325186,14,0,0,51,Married-civ-spouse,Husband,Male,Prof-specialty,7th-8th,Private,Taiwan,White
39,111167,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Assoc-acdm,Private,United-States,White
23,255036,9,0,0,36,Never-married,Not-in-family,Male,Craft-repair,Some-college,Private,United-States,White
46,138357,10,0,0,46,Never-married,Other-relative,Male,Prof-specialty,Some-college,Private,United-States,White
45,190225,15,7,1911,40,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
22,301574,10,10,0,58,Never-married,Not-in-family,Female,Other-service,Assoc-voc,Private,United-States,Black
38,245184,6,7,0,40,Divorced,Not-in-family,Female,Adm-clerical,Masters,Private,United-States,White
37,143579,13,0,0,40,Widowed,Other-relative,Female,Prof-specialty,12th,Private,United-States,White
40,158390,13,10,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,State-gov,United-States,White
50,226167,9,0,1868,40,Never-married,Other-relative,Male,Craft-repair,Some-college,Self-emp-not-inc,United-States,White
21,179890,10,2,0,40,Never-married,Not-in-family,Male,Sales,Bachelors,Private,United-States,Amer-Indian-Eskimo
28,172672,10,5,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Bachelors,Private,United-States,White
36,80759,13,0,1609,40,Never-married,Other-relative,Male,Adm-clerical,Masters,Private,United-States,White
45,243083,10,7,0,45,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Private,United-States,White
31,383366,13,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Some-college,Private,United-States,Black
35,115139,9,6,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Assoc-voc,Private,United-States,White
60,320846,15,0,0,59,Divorced,Not-in-family,Female,Machine-op-inspct,HS-grad,Private,United-States,White
21,281173,15,18,0,50,Never-married,Own-child,Female,Exec-managerial,Some-college,Private,Mexico,White
26,397295,9,0,0,45,Married-civ-spouse,Husband,Male,Priv-house-serv,HS-grad,Self-emp-inc,United-States,White
34,116924,9,3,0,40,Never-married,Own-child,Female,Prof-specialty,HS-grad,Private,United-States,White
27,166427,10,2,0,50,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
38,175326,13,0,0,40,Never-married,Not-in-family,Male,Sales,Some-college,Private,United-States,White
36,220764,9,5,0,57,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Self-emp-not-inc,United-States,White
38,45068,11,18,0,68,Married-civ-spouse,Husband,Male,Machine-op-inspct,Assoc-voc,Private,United-States,White
24,252696,10,3257,0,40,Never-married,Own-child,Female,Prof-specialty,HS-grad,Private,United-States,White
35,196682,13,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,HS-grad,Local-gov,United-States,Asian-Pac-Islander
26,38646,13,6,0,50,Never-married,Unmarried,Female,Sales,Assoc-voc,Local-gov,United-States,White
49,224844,14,7135,0,45,Married-civ-spouse,Wife,Female,Other-service,HS-grad,Private,United-States,White
45,462044,13,14,0,40,Married-civ-spouse,Husband,Male,Transport-moving,HS-grad,Private,United-States,Amer-Indian-Eskimo
42,384783,9,5,0,40,Divorced,Not-in-family,Male,Sales,Masters,Self-emp-not-inc,United-States,White
35,199670,9,0,0,40,Divorced,Not-in-family,Male,Craft-repair,Some-college,Private,Mexico,White
43,93459,12,0,0,45,Married-civ-spouse,Husband,Male,Craft-repair,Assoc-voc,Self-emp-inc,Jamaica,White
39,455673,9,0,0,40,Never-married,Not-in-family,Female,Exec-managerial,HS-grad,Private,Philippines,Black
56,60344,13,0,1590,40,Divorced,Not-in-family,Male,Machine-op-inspct,Masters,Private,United-States,White
33,382294,10,3,0,61,Divorced,Unmarried,Female,Adm-clerical,Some-college,Self-emp-not-inc,United-States,White
50,187365,10,0,0,29,Married-civ-spouse,Husband,Male,Tech-support,Bachelors,Self-emp-inc,United-States,White
34,177068,9,0,0,40,Divorced,Unmarried,Male,Exec-managerial,Some-college,Private,United-States,White
56,309679,13,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Some-college,Private,United-States,White
57,254411,14,0,0,66,Married-civ-spouse,Husband,Male,Adm-clerical,HS-grad,Local-gov,United-States,White
33,134638,9,6,0,12,Never-married,Other-relative,Male,Prof-specialty,Bachelors,Private,United-States,White
58,29120,9,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,Bachelors,Private,United-States,White
30,226972,10,7,0,32,Married-civ-spouse,Husband,Male,Adm-clerical,Assoc-acdm,Self-emp-inc,United-States,White
30,205643,13,6,0,40,Never-married,Not-in-family,Male,Prof-specialty,HS-grad,State-gov,United-States,White
28,80824,9,1,0,40,Never-married,Unmarried,Male,Craft-repair,Some-college,Private,Mexico,White
47,166294,9,5,0,40,Divorced,Not-in-family,Male,Prof-specialty,Bachelors,Local-gov,United-States,White
50,298168,13,0,0,51,Separated,Not-in-family,Female,Tech-support,Assoc-voc,Private,United-States,White
34,91219,9,0,0,40,Never-married,Own-child,Male,Sales,Masters,Private,England,White
29,186144,9,7,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Bachelors,Private,Canada,White
38,26005,13,3,0,38,Married-civ-spouse,Husband,Male,Other-service,HS-grad,Self-emp-not-inc,United-States,White
22,145074,9,1,0,37,Married-civ-spouse,Husband,Male,Tech-support,9th,Private,United-States,White
29,63192,10,0,0,40,Married-civ-spouse,Husband,Male,Adm-clerical,HS-grad,Self-emp-not-inc,United-States,White
44,163236,9,0,0,50,Married-civ-spouse,Husband,Male,Machine-op-inspct,Some-college,Self-emp-inc,United-States,White
42,274844,10,12,0,60,Married-civ-spouse,Wife,Female,Exec-managerial,HS-grad,Private,United-States,White
75,193689,9,9,0,51,Widowed,Not-in-family,Male,Transport-moving,HS-grad,Private,United-States,White
51,203774,9,7,0,61,Married-civ-spouse,Husband,Male,Machine-op-inspct,HS-grad,Private,United-States,White
42,113055,9,463,0,29,Married-civ-spouse,Other-relative,Male,Adm-clerical,Assoc-acdm,Private,United-States,White
51,61274,9,7,0,40,Divorced,Unmarried,Male,Handlers-cleaners,Some-college,Self-emp-not-inc,Haiti,White
36,144624,9,0,0,40,Never-married,Own-child,Male,Handlers-cleaners,HS-grad,Private,United-States,White
24,91549,8,0,0,20,Never-married,Not-in-family,Female,Exec-managerial,10th,Private,United-States,White
19,59170,6,0,0,36,Never-married,Own-child,Female,Adm-clerical,1st-4th,Local-gov,United-States,White
49,109488,13,0,0,44,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Self-emp-not-inc,United-States,Asian-Pac-Islander
33,453850,9,3112,0,12,Never-married,Own-child,Male,Other-service,HS-grad,Private,United-States,White
31,202880,5,2,0,45,Divorced,Not-in-family,Female,Tech-support,Some-college,Private,United-States,White
60,230921,13,4811,1893,49,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
51,444785,10,5,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Bachelors,Private,United-States,White
35,124857,13,17,0,48,Never-married,Own-child,Female,Prof-specialty,HS-grad,Private,United-States,White
39,208586,10,8,0,40,Divorced,Unmarried,Female,Prof-specialty,HS-grad,Private,Philippines,White
25,222812,6,0,0,40,Divorced,Unmarried,Female,Tech-support,HS-grad,Private,United-States,White
43,185008,10,0,0,50,Married-civ-spouse,Husband,Male,Sales,Doctorate,Private,United-States,White
47,23238,9,0,0,49,Never-married,Not-in-family,Male,Sales,HS-grad,Private,United-States,Black
39,86209,9,5,0,45,Married-civ-spouse,Husband,Male,Machine-op-inspct,Some-college,Private,United-States,White
22,135576,9,0,0,44,Never-married,Other-relative,Male,Sales,9th,Local-gov,United-States,White
37,312370,9,0,0,40,Married-civ-spouse,Wife,Female,Other-service,HS-grad,Private,United-States,White
35,167763,10,12,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,Bachelors,Private,United-States,White
22,180402,11,0,0,40,Never-married,Own-child,Male,Adm-clerical,Masters,Private,United-States,White
25,319138,9,4,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
21,184292,10,0,0,36,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
19,15063,13,19,0,35,Never-married,Own-child,Female,Adm-clerical,HS-grad,Private,United-States,White
31,125436,13,3,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Bachelors,Private,United-States,White
26,208038,5,0,0,46,Never-married,Own-child,Male,Prof-specialty,Some-college,Local-gov,United-States,White
59,315488,13,6,0,45,Divorced,Not-in-family,Male,Transport-moving,Bachelors,Self-emp-inc,United-States,White
55,188733,13,6,1890,40,Married-civ-spouse,Husband,Male,Craft-repair,10th,Private,United-States,White
42,142410,12,7,0,40,Married-civ-spouse,Husband,Male,Sales,Assoc-acdm,Private,United-States,White
70,172710,9,3,0,40,Married-civ-spouse,Wife,Female,Other-service,Assoc-voc,Private,United-States,White
41,113880,10,0,0,10,Married-civ-spouse,Husband,Male,Prof-specialty,Some-college,Self-emp-inc,United-States,Black
39,186326,13,3,0,28,Never-married,Own-child,Male,Adm-clerical,Bachelors,Private,United-States,Black
33,135193,13,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Self-emp-not-inc,United-States,White
41,190169,9,27117,0,40,Married-civ-spouse,Husband,Male,Sales,Masters,Private,United-States,White
57,112599,14,10,0,40,Divorced,Unmarried,Female,Sales,Prof-school,Private,United-States,White
53,96257,10,7591,0,44,Married-civ-spouse,Husband,Male,Exec-managerial,Assoc-voc,Self-emp-not-inc,United-States,White
36,163405,9,13,0,50,Never-married,Not-in-family,Male,Sales,HS-grad,Self-emp-inc,United-States,White
23,292746,13,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Some-college,Self-emp-inc,United-States,White
27,241155,10,0,0,40,Never-married,Not-in-family,Male,Transport-moving,Bachelors,Private,United-States,White
64,94757,7,3,0,40,Widowed,Not-in-family,Male,Exec-managerial,HS-grad,Self-emp-not-inc,United-States,White
50,316466,14,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Private,United-States,White
52,370019,10,0,0,45,Married-civ-spouse,Husband,Male,Other-service,HS-grad,Private,United-States,White
34,159814,10,0,0,40,Never-married,Own-child,Male,Prof-specialty,Assoc-voc,Private,United-States,Asian-Pac-Islander
52,174950,13,7,0,50,Married-civ-spouse,Husband,Male,Sales,Masters,Private,United-States,Black
47,136012,13,0,0,40,Divorced,Unmarried,Female,Other-service,HS-grad,Local-gov,United-States,White
36,257270,4,0,0,36,Never-married,Own-child,Female,Exec-managerial,Bachelors,Private,United-States,White
29,237129,10,6,0,36,Never-married,Not-in-family,Female,Machine-op-inspct,HS-grad,Private,Mexico,Black
22,325944,13,0,0,40,Never-married,Not-in-family,Male,Adm-clerical,HS-grad,Private,Puerto-Rico,White
28,304484,10,0,1714,40,Never-married,Own-child,Female,Sales,Bachelors,Private,United-States,White
17,203766,4,0,0,20,Married-civ-spouse,Husband,Male,Prof-specialty,11th,Private,United-States,White
43,338703,9,4,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
33,167652,12,8,0,40,Never-married,Unmarried,Male,Prof-specialty,HS-grad,Private,United-States,White
33,38044,13,0,0,40,Divorced,Unmarried,Female,Adm-clerical,Assoc-acdm,State-gov,United-States,White
21,389831,9,7848,0,40,Never-married,Not-in-family,Female,Adm-clerical,HS-grad,Private,United-States,White
25,188448,13,0,0,64,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Private,Mexico,White
35,260030,13,6,0,59,Divorced,Unmarried,Male,Craft-repair,Prof-school,Private,United-States,Black
25,313604,13,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,HS-grad,Private,Mexico,White
55,163619,15,14,0,40,Divorced,Not-in-family,Female,Sales,Some-college,Private,United-States,White
21,182015,10,0,0,40,Never-married,Own-child,Male,Exec-managerial,HS-grad,Private,United-States,White
54,198139,9,0,0,40,Married-civ-spouse,Wife,Female,Exec-managerial,HS-grad,Private,United-States,Black
19,229774,8,5,0,40,Never-married,Not-in-family,Male,Tech-support,Some-college,Private,United-States,White
24,140998,4,2,0,40,Never-married,Not-in-family,Female,Other-service,12th,Private,United-States,White
47,137982,13,0,0,22,Married-civ-spouse,Husband,Male,Handlers-cleaners,Bachelors,Private,United-States,White
46,150642,9,0,2006,40,Divorced,Not-in-family,Male,Craft-repair,Assoc-voc,Private,United-States,White
25,147478,10,12,0,9,Divorced,Unmarried,Female,Other-service,Bachelors,Self-emp-not-inc,Germany,White
45,353581,15,0,0,58,Divorced,Not-in-family,Female,Exec-managerial,Some-college,Private,United-States,White
24,167764,9,2,0,37,Never-married,Own-child,Male,Sales,Some-college,Private,Mexico,White
47,299915,9,1,0,40,Married-spouse-absent,Other-relative,Male,Prof-specialty,Masters,Private,United-States,White
30,278405,10,3,0,63,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Self-emp-not-inc,United-States,White
46,184915,7,0,0,28,Separated,Unmarried,Female,Tech-support,Some-college,Private,United-States,White
51,223901,10,0,0,50,Married-civ-spouse,Husband,Male,Machine-op-inspct,HS-grad,Private,United-States,White
27,158023,9,6,0,40,Never-married,Own-child,Male,Handlers-cleaners,Masters,Self-emp-not-inc,United-States,White
24,195055,8,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,Bachelors,Private,United-States,Amer-Indian-Eskimo
70,200926,12,13,0,40,Widowed,Not-in-family,Male,Craft-repair,10th,Private,United-States,White
38,192588,9,0,0,40,Divorced,Unmarried,Male,Handlers-cleaners,Doctorate,Private,United-States,White
48,198744,10,0,0,44,Divorced,Unmarried,Female,Sales,Some-college,Private,United-States,White
35,114124,13,0,2456,68,Married-civ-spouse,Husband,Male,Sales,HS-grad,Private,United-States,White
44,193453,13,3,0,49,Separated,Not-in-family,Female,Tech-support,Masters,Private,United-States,White
22,470738,4,0,0,25,Never-married,Own-child,Female,Sales,HS-grad,Private,United-States,White
51,199149,5,0,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,Some-college,Local-gov,United-States,White
62,176228,6,0,0,4,Married-civ-spouse,Husband,Male,Machine-op-inspct,HS-grad,Private,South,White
33,189203,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,Bachelors,Private,United-States,White
30,236703,13,6,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Some-college,Local-gov,United-States,White
41,168634,13,0,0,9,Separated,Not-in-family,Male,Machine-op-inspct,HS-grad,Private,United-States,White
27,181592,9,0,0,40,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Self-emp-inc,Puerto-Rico,White
35,227977,11,0,0,46,Married-civ-spouse,Husband,Male,Craft-repair,Bachelors,Private,Mexico,White
32,145610,9,0,0,40,Never-married,Own-child,Male,Exec-managerial,HS-grad,Private,United-States,White
31,198838,6,0,0,44,Divorced,Not-in-family,Female,Other-service,Assoc-acdm,Private,United-States,White
47,139757,9,12,0,20,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
24,325475,9,1,0,40,Never-married,Unmarried,Female,Machine-op-inspct,Some-college,Private,United-States,White
34,107860,9,0,0,40,Married-civ-spouse,Wife,Female,Exec-managerial,HS-grad,Private,United-States,White
30,276110,6,0,0,28,Married-civ-spouse,Wife,Female,Sales,Bachelors,Private,United-States,White
43,146972,13,9,0,37,Never-married,Own-child,Male,Prof-specialty,Masters,Self-emp-not-inc,United-States,White
34,49985,14,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,Prof-school,Private,United-States,White
33,134036,13,4,0,40,Married-civ-spouse,Husband,Male,Craft-repair,HS-grad,Private,United-States,White
25,266902,15,0,0,3,Married-spouse-absent,Not-in-family,Male,Farming-fishing,Some-college,Private,United-States,Black
44,308409,9,4,0,40,Widowed,Not-in-family,Male,Prof-specialty,HS-grad,Private,United-States,White
26,298505,12,3,0,60,Never-married,Own-child,Male,Craft-repair,HS-grad,Private,United-States,White
28,197042,9,0,0,40,Divorced,Not-in-family,Female,Adm-clerical,HS-grad,Local-gov,United-States,White
54,149215,14,11,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,Masters,Private,United-States,White
34,183956,10,0,1894,40,Divorced,Not-in-family,Female,Prof-specialty,Assoc-voc,Private,United-States,White
47,327804,13,0,0,40,Married-civ-spouse,Husband,Male,Prof-specialty,HS-grad,Self-emp-not-inc,United-States,White
39,103926,10,1,0,40,Married-civ-spouse,Husband,Male,Handlers-cleaners,HS-grad,Private,United-States,White
37,50255,10,1,0,64,Divorced,Not-in-family,Male,Exec-managerial,Bachelors,Private,United-States,White
51,326655,10,0,0,40,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
44,142893,4,0,0,24,Married-civ-spouse,Husband,Male,Protective-serv,Bachelors,Private,United-States,White
24,99002,14,0,0,40,Married-civ-spouse,Husband,Male,Transport-moving,HS-grad,Federal-gov,United-States,White
41,244415,12,0,0,40,Divorced,Not-in-family,Male,Sales,HS-grad,Private,United-States,White
25,193459,9,8376,0,7,Divorced,Not-in-family,Female,Other-service,Bachelors,Private,United-States,Asian-Pac-Islander
26,219150,13,3,1882,40,Married-civ-spouse,Husband,Male,Protective-serv,HS-grad,State-gov,United-States,Black
54,174063,9,0,0,37,Never-married,Own-child,Female,Adm-clerical,HS-grad,Self-emp-inc,United-States,Amer-Indian-Eskimo
34,232108,9,7,0,20,Never-married,Not-in-family,Female,Other-service,HS-grad,Self-emp-not-inc,Trinadad&Tobago,White
30,401480,8,0,0,45,Never-married,Own-child,Male,Craft-repair,Some-college,State-gov,United-States,White
55,142814,6,6,2369,57,Divorced,Own-child,Male,Farming-fishing,HS-grad,Private,United-States,White
50,43837,13,9,0,44,Married-civ-spouse,Husband,Male,Prof-specialty,Masters,Private,United-States,White
38,82218,13,5,0,40,Divorced,Unmarried,Female,Exec-managerial,HS-grad,Private,United-States,White
40,94023,13,17,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Masters,Private,United-States,White
49,308377,9,16,0,44,Married-civ-spouse,Husband,Male,Handlers-cleaners,Some-college,Self-emp-inc,United-States,Asian-Pac-Islander
49,251268,10,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,9th,Self-emp-not-inc,United-States,White
29,132578,7,0,0,40,Married-civ-spouse,Husband,Male,Farming-fishing,HS-grad,Private,United-States,White
32,335119,9,4,0,40,Married-civ-spouse,Wife,Female,Prof-specialty,Some-college,Private,United-States,Black
45,196826,9,7,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Assoc-acdm,Private,United-States,White
52,99550,10,0,0,40,Divorced,Not-in-family,Female,Handlers-cleaners,7th-8th,Local-gov,United-States,White
34,95296,9,0,0,40,Never-married,Not-in-family,Female,Adm-clerical,Some-college,Private,United-States,White
36,177679,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,HS-grad,Private,United-States,White
43,121681,10,3,0,58,Divorced,Not-in-family,Male,Craft-repair,HS-grad,Private,United-States,Black
39,159306,10,4,0,47,Divorced,Unmarried,Female,Adm-clerical,10th,Private,United-States,Asian-Pac-Islander
36,258233,9,14,0,40,Married-civ-spouse,Husband,Male,Machine-op-inspct,HS-grad,Self-emp-inc,United-States,White
48,50333,13,0,0,60,Married-civ-spouse,Wife,Female,Adm-clerical,HS-grad,Private,United-States,White
21,281738,9,0,0,40,Married-civ-spouse,Husband,Male,Sales,Some-college,Private,United-States,White
37,189499,13,0,2020,18,Married-civ-spouse,Husband,Male,Other-service,Masters,Private,Mexico,White
36,40219,10,0,0,28,Never-married,Own-child,Female,Tech-support,Assoc-voc,Private,United-States,White
21,261126,9,1,0,40,Never-married,Not-in-family,Male,Exec-managerial,Some-college,Local-gov,United-States,White
39,192940,4,7,0,40,Divorced,Not-in-family,Male,Transport-moving,Some-college,Private,United-States,White
24,143961,13,16,0,20,Never-married,Not-in-family,Male,Exec-managerial,HS-grad,Self-emp-not-inc,United-States,White
34,198686,9,1,0,15,Married-civ-spouse,Husband,Male,Sales,HS-grad,Self-emp-not-inc,Germany,White
44,171442,11,9,0,51,Married-civ-spouse,Husband,Male,Handlers-cleaners,Some-college,Private,United-States,White
21,299694,10,6,0,20,Never-married,Unmarried,Female,Adm-clerical,Some-college,Private,United-States,Black
38,158448,9,0,0,40,Married-civ-spouse,Husband,Male,Exec-managerial,Bachelors,Private,United-States,White
40,250589,13,3,0,45,Married-civ-spouse,Husband,Male,Machine-op-inspct,Assoc-voc,Private,United-States,White
26,44165,9,0,0,67,Never-married,Own-child,Female,Other-service,Some-college,Private,United-States,White
29,179150,9,0,0,29,Never-married,Own-child,Male,Craft-repair,HS-grad,Federal-gov,United-States,Asian-Pac-Islander
17,128018,9,0,0,18,Never-married,Own-child,Male,Transport-moving,HS-grad,Private,United-States,White
